Symbol,Dzien,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2845.N,D,19990526,104.41,104.41,104.41,104.41,0,0
2845.N,D,19990527,104.44,104.44,104.44,104.44,0,0
2845.N,D,19990528,104.44,104.44,104.44,104.44,0,0
2845.N,D,19990531,104.51,104.51,104.51,104.51,0,0
2845.N,D,19990601,104.58,104.58,104.58,104.58,0,0
2845.N,D,19990602,104.63,104.63,104.63,104.63,0,0
2845.N,D,19990604,104.63,104.63,104.63,104.63,0,0
2845.N,D,19990607,104.81,104.81,104.81,104.81,0,0
2845.N,D,19990608,104.88,104.88,104.88,104.88,0,0
2845.N,D,19990609,104.87,104.87,104.87,104.87,0,0
2845.N,D,19990610,105.08,105.08,105.08,105.08,0,0
2845.N,D,19990611,104.94,104.94,104.94,104.94,0,0
2845.N,D,19990614,105.01,105.01,105.01,105.01,0,0
2845.N,D,19990615,105.03,105.03,105.03,105.03,0,0
2845.N,D,19990616,105.15,105.15,105.15,105.15,0,0
2845.N,D,19990617,105.13,105.13,105.13,105.13,0,0
2845.N,D,19990618,105.08,105.08,105.08,105.08,0,0
2845.N,D,19990621,105.18,105.18,105.18,105.18,0,0
2845.N,D,19990622,105.24,105.24,105.24,105.24,0,0
2845.N,D,19990623,105.31,105.31,105.31,105.31,0,0
2845.N,D,19990624,105.32,105.32,105.32,105.32,0,0
2845.N,D,19990625,105.32,105.32,105.32,105.32,0,0
2845.N,D,19990628,105.37,105.37,105.37,105.37,0,0
2845.N,D,19990629,105.43,105.43,105.43,105.43,0,0
2845.N,D,19990630,105.46,105.46,105.46,105.46,0,0
2845.N,D,19990701,105.52,105.52,105.52,105.52,0,0
2845.N,D,19990702,105.57,105.57,105.57,105.57,0,0
2845.N,D,19990705,105.65,105.65,105.65,105.65,0,0
2845.N,D,19990706,105.69,105.69,105.69,105.69,0,0
2845.N,D,19990707,105.77,105.77,105.77,105.77,0,0
2845.N,D,19990708,105.8,105.8,105.8,105.8,0,0
2845.N,D,19990709,105.86,105.86,105.86,105.86,0,0
2845.N,D,19990712,105.95,105.95,105.95,105.95,0,0
2845.N,D,19990713,106,106,106,106,0,0
2845.N,D,19990714,106.05,106.05,106.05,106.05,0,0
2845.N,D,19990715,106.1,106.1,106.1,106.1,0,0
2845.N,D,19990716,106.11,106.11,106.11,106.11,0,0
2845.N,D,19990719,106.21,106.21,106.21,106.21,0,0
2845.N,D,19990720,106.23,106.23,106.23,106.23,0,0
2845.N,D,19990721,106.28,106.28,106.28,106.28,0,0
2845.N,D,19990722,106.33,106.33,106.33,106.33,0,0
2845.N,D,19990723,106.33,106.33,106.33,106.33,0,0
2845.N,D,19990726,106.37,106.37,106.37,106.37,0,0
2845.N,D,19990727,106.39,106.39,106.39,106.39,0,0
2845.N,D,19990728,106.43,106.43,106.43,106.43,0,0
2845.N,D,19990729,106.51,106.51,106.51,106.51,0,0
2845.N,D,19990730,106.56,106.56,106.56,106.56,0,0
2845.N,D,19990802,106.65,106.65,106.65,106.65,0,0
2845.N,D,19990803,106.69,106.69,106.69,106.69,0,0
2845.N,D,19990804,106.75,106.75,106.75,106.75,0,0
2845.N,D,19990805,106.76,106.76,106.76,106.76,0,0
2845.N,D,19990806,106.87,106.87,106.87,106.87,0,0
2845.N,D,19990809,106.97,106.97,106.97,106.97,0,0
2845.N,D,19990810,107.01,107.01,107.01,107.01,0,0
2845.N,D,19990811,107.04,107.04,107.04,107.04,0,0
2845.N,D,19990812,107.06,107.06,107.06,107.06,0,0
2845.N,D,19990813,107.1,107.1,107.1,107.1,0,0
2845.N,D,19990816,107.17,107.17,107.17,107.17,0,0
2845.N,D,19990817,107.19,107.19,107.19,107.19,0,0
2845.N,D,19990818,107.24,107.24,107.24,107.24,0,0
2845.N,D,19990819,107.32,107.32,107.32,107.32,0,0
2845.N,D,19990820,107.35,107.35,107.35,107.35,0,0
2845.N,D,19990823,107.37,107.37,107.37,107.37,0,0
2845.N,D,19990824,107.42,107.42,107.42,107.42,0,0
2845.N,D,19990825,107.47,107.47,107.47,107.47,0,0
2845.N,D,19990826,107.54,107.54,107.54,107.54,0,0
2845.N,D,19990827,107.58,107.58,107.58,107.58,0,0
2845.N,D,19990830,107.63,107.63,107.63,107.63,0,0
2845.N,D,19990831,107.68,107.68,107.68,107.68,0,0
2845.N,D,19990901,107.72,107.72,107.72,107.72,0,0
2845.N,D,19990902,107.77,107.77,107.77,107.77,0,0
2845.N,D,19990903,107.82,107.82,107.82,107.82,0,0
2845.N,D,19990906,107.86,107.86,107.86,107.86,0,0
2845.N,D,19990907,107.91,107.91,107.91,107.91,0,0
2845.N,D,19990908,107.91,107.91,107.91,107.91,0,0
2845.N,D,19990909,107.99,107.99,107.99,107.99,0,0
2845.N,D,19990910,108.02,108.02,108.02,108.02,0,0
2845.N,D,19990913,108.09,108.09,108.09,108.09,0,0
2845.N,D,19990914,108.12,108.12,108.12,108.12,0,0
2845.N,D,19990915,108.15,108.15,108.15,108.15,0,0
2845.N,D,19990916,108.2,108.2,108.2,108.2,0,0
2845.N,D,19990917,108.23,108.23,108.23,108.23,0,0
2845.N,D,19990920,108.29,108.29,108.29,108.29,0,0
2845.N,D,19990921,108.32,108.32,108.32,108.32,0,0
2845.N,D,19990922,108.34,108.34,108.34,108.34,0,0
2845.N,D,19990923,108.37,108.37,108.37,108.37,0,0
2845.N,D,19990924,108.39,108.39,108.39,108.39,0,0
2845.N,D,19990927,108.46,108.46,108.46,108.46,0,0
2845.N,D,19990928,108.49,108.49,108.49,108.49,0,0
2845.N,D,19990929,108.52,108.52,108.52,108.52,0,0
2845.N,D,19990930,108.59,108.59,108.59,108.59,0,0
2845.N,D,19991001,108.61,108.61,108.61,108.61,0,0
2845.N,D,19991004,108.66,108.66,108.66,108.66,0,0
2845.N,D,19991005,108.69,108.69,108.69,108.69,0,0
2845.N,D,19991006,108.72,108.72,108.72,108.72,0,0
2845.N,D,19991007,108.78,108.78,108.78,108.78,0,0
2845.N,D,19991008,108.79,108.79,108.79,108.79,0,0
2845.N,D,19991011,108.79,108.79,108.79,108.79,0,0
2845.N,D,19991012,108.87,108.87,108.87,108.87,0,0
2845.N,D,19991013,108.89,108.89,108.89,108.89,0,0
2845.N,D,19991014,108.93,108.93,108.93,108.93,0,0
2845.N,D,19991015,108.96,108.96,108.96,108.96,0,0
2845.N,D,19991018,109.01,109.01,109.01,109.01,0,0
2845.N,D,19991019,109.02,109.02,109.02,109.02,0,0
2845.N,D,19991020,109.05,109.05,109.05,109.05,0,0
2845.N,D,19991021,109.11,109.11,109.11,109.11,0,0
2845.N,D,19991022,109.12,109.12,109.12,109.12,0,0
2845.N,D,19991025,109.18,109.18,109.18,109.18,0,0
2845.N,D,19991026,109.19,109.19,109.19,109.19,0,0
2845.N,D,19991027,109.19,109.19,109.19,109.19,0,0
2845.N,D,19991028,109.28,109.28,109.28,109.28,0,0
2845.N,D,19991029,109.31,109.31,109.31,109.31,0,0
2845.N,D,19991102,109.38,109.38,109.38,109.38,0,0
2845.N,D,19991103,109.38,109.38,109.38,109.38,0,0
2845.N,D,19991104,109.43,109.43,109.43,109.43,0,0
2845.N,D,19991105,109.42,109.42,109.42,109.42,0,0
2845.N,D,19991108,109.44,109.44,109.44,109.44,0,0
2845.N,D,19991109,109.52,109.52,109.52,109.52,0,0
2845.N,D,19991110,109.59,109.59,109.59,109.59,0,0
2845.N,D,19991112,109.59,109.59,109.59,109.59,0,0
2845.N,D,19991115,109.65,109.65,109.65,109.65,0,0
2845.N,D,19991116,109.68,109.68,109.68,109.68,0,0
2845.N,D,19991117,109.64,109.64,109.64,109.64,0,0
2845.N,D,19991118,109.74,109.74,109.74,109.74,0,0
2845.N,D,19991119,109.77,109.77,109.77,109.77,0,0
2845.N,D,19991122,109.84,109.84,109.84,109.84,0,0
2845.N,D,19991123,109.94,109.94,109.94,109.94,0,0
2845.N,D,19991124,109.99,109.99,109.99,109.99,0,0
2845.N,D,19991125,110.06,110.06,110.06,110.06,0,0
2845.N,D,19991126,110.09,110.09,110.09,110.09,0,0
2845.N,D,19991129,110.13,110.13,110.13,110.13,0,0
2845.N,D,19991130,110.15,110.15,110.15,110.15,0,0
2845.N,D,19991201,110.25,110.25,110.25,110.25,0,0
2845.N,D,19991202,110.36,110.36,110.36,110.36,0,0
2845.N,D,19991203,110.39,110.39,110.39,110.39,0,0
2845.N,D,19991206,110.44,110.44,110.44,110.44,0,0
2845.N,D,19991207,110.47,110.47,110.47,110.47,0,0
2845.N,D,19991208,110.51,110.51,110.51,110.51,0,0
2845.N,D,19991209,110.64,110.64,110.64,110.64,0,0
2845.N,D,19991210,110.66,110.66,110.66,110.66,0,0
2845.N,D,19991213,110.7,110.7,110.7,110.7,0,0
2845.N,D,19991214,110.73,110.73,110.73,110.73,0,0
2845.N,D,19991215,110.76,110.76,110.76,110.76,0,0
2845.N,D,19991216,110.82,110.82,110.82,110.82,0,0
2845.N,D,19991217,110.88,110.88,110.88,110.88,0,0
2845.N,D,19991220,110.91,110.91,110.91,110.91,0,0
2845.N,D,19991221,110.93,110.93,110.93,110.93,0,0
2845.N,D,19991222,110.99,110.99,110.99,110.99,0,0
2845.N,D,19991223,111.03,111.03,111.03,111.03,0,0
2845.N,D,19991224,111.03,111.03,111.03,111.03,0,0
2845.N,D,19991227,111.21,111.21,111.21,111.21,0,0
2845.N,D,19991228,111.26,111.26,111.26,111.26,0,0
2845.N,D,19991229,111.31,111.31,111.31,111.31,0,0
2845.N,D,19991230,111.31,111.31,111.31,111.31,0,0
2845.N,D,19991231,111.31,111.31,111.31,111.31,0,0
2845.N,D,20000103,111.51,111.51,111.51,111.51,0,0
2845.N,D,20000104,111.56,111.56,111.56,111.56,0,0
2845.N,D,20000105,111.6,111.6,111.6,111.6,0,0
2845.N,D,20000106,111.63,111.63,111.63,111.63,0,0
2845.N,D,20000107,111.7,111.7,111.7,111.7,0,0
2845.N,D,20000110,111.82,111.82,111.82,111.82,0,0
2845.N,D,20000111,111.86,111.86,111.86,111.86,0,0
2845.N,D,20000112,111.91,111.91,111.91,111.91,0,0
2845.N,D,20000113,111.92,111.92,111.92,111.92,0,0
2845.N,D,20000114,112.04,112.04,112.04,112.04,0,0
2845.N,D,20000117,112.1,112.1,112.1,112.1,0,0
2845.N,D,20000118,112.16,112.16,112.16,112.16,0,0
2845.N,D,20000119,112.22,112.22,112.22,112.22,0,0
2845.N,D,20000120,112.29,112.29,112.29,112.29,0,0
2845.N,D,20000121,112.33,112.33,112.33,112.33,0,0
2845.N,D,20000124,112.44,112.44,112.44,112.44,0,0
2845.N,D,20000125,112.46,112.46,112.46,112.46,0,0
2845.N,D,20000126,112.52,112.52,112.52,112.52,0,0
2845.N,D,20000127,112.58,112.58,112.58,112.58,0,0
2845.N,D,20000128,112.62,112.62,112.62,112.62,0,0
2845.N,D,20000131,112.76,112.76,112.76,112.76,0,0
2845.N,D,20000201,112.81,112.81,112.81,112.81,0,0
2845.N,D,20000202,112.87,112.87,112.87,112.87,0,0
2845.N,D,20000203,112.91,112.91,112.91,112.91,0,0
2845.N,D,20000204,112.96,112.96,112.96,112.96,0,0
2845.N,D,20000207,113.08,113.08,113.08,113.08,0,0
2845.N,D,20000208,113.14,113.14,113.14,113.14,0,0
2845.N,D,20000209,113.19,113.19,113.19,113.19,0,0
2845.N,D,20000210,113.22,113.22,113.22,113.22,0,0
2845.N,D,20000211,113.27,113.27,113.27,113.27,0,0
2845.N,D,20000214,113.41,113.41,113.41,113.41,0,0
2845.N,D,20000215,113.45,113.45,113.45,113.45,0,0
2845.N,D,20000216,113.48,113.48,113.48,113.48,0,0
2845.N,D,20000217,113.52,113.52,113.52,113.52,0,0
2845.N,D,20000218,113.55,113.55,113.55,113.55,0,0
2845.N,D,20000221,113.67,113.67,113.67,113.67,0,0
2845.N,D,20000222,113.7,113.7,113.7,113.7,0,0
2845.N,D,20000223,113.74,113.74,113.74,113.74,0,0
2845.N,D,20000224,113.76,113.76,113.76,113.76,0,0
2845.N,D,20000225,113.79,113.79,113.79,113.79,0,0
2845.N,D,20000228,113.92,113.92,113.92,113.92,0,0
2845.N,D,20000229,113.95,113.95,113.95,113.95,0,0
2845.N,D,20000301,114.05,114.05,114.05,114.05,0,0
2845.N,D,20000302,114.12,114.12,114.12,114.12,0,0
2845.N,D,20000303,114.17,114.17,114.17,114.17,0,0
2845.N,D,20000306,114.31,114.31,114.31,114.31,0,0
2845.N,D,20000307,114.37,114.37,114.37,114.37,0,0
2845.N,D,20000308,114.41,114.41,114.41,114.41,0,0
2845.N,D,20000309,114.5,114.5,114.5,114.5,0,0
2845.N,D,20000310,114.54,114.54,114.54,114.54,0,0
2845.N,D,20000313,114.65,114.65,114.65,114.65,0,0
2845.N,D,20000314,114.68,114.68,114.68,114.68,0,0
2845.N,D,20000315,114.75,114.75,114.75,114.75,0,0
2845.N,D,20000316,114.82,114.82,114.82,114.82,0,0
2845.N,D,20000317,114.85,114.85,114.85,114.85,0,0
2845.N,D,20000320,114.96,114.96,114.96,114.96,0,0
2845.N,D,20000321,115,115,115,115,0,0
2845.N,D,20000322,115.06,115.06,115.06,115.06,0,0
2845.N,D,20000323,115.09,115.09,115.09,115.09,0,0
2845.N,D,20000324,115.18,115.18,115.18,115.18,0,0
2845.N,D,20000327,115.28,115.28,115.28,115.28,0,0
2845.N,D,20000328,115.32,115.32,115.32,115.32,0,0
2845.N,D,20000329,115.37,115.37,115.37,115.37,0,0
2845.N,D,20000330,115.44,115.44,115.44,115.44,0,0
2845.N,D,20000331,115.5,115.5,115.5,115.5,0,0
2845.N,D,20000403,115.59,115.59,115.59,115.59,0,0
2845.N,D,20000404,115.64,115.64,115.64,115.64,0,0
2845.N,D,20000405,115.69,115.69,115.69,115.69,0,0
2845.N,D,20000406,115.72,115.72,115.72,115.72,0,0
2845.N,D,20000407,115.81,115.81,115.81,115.81,0,0
2845.N,D,20000410,115.93,115.93,115.93,115.93,0,0
2845.N,D,20000411,115.99,115.99,115.99,115.99,0,0
2845.N,D,20000412,116.02,116.02,116.02,116.02,0,0
2845.N,D,20000413,116.08,116.08,116.08,116.08,0,0
2845.N,D,20000414,116.14,116.14,116.14,116.14,0,0
2845.N,D,20000417,116.22,116.22,116.22,116.22,0,0
2845.N,D,20000418,116.29,116.29,116.29,116.29,0,0
2845.N,D,20000419,116.31,116.31,116.31,116.31,0,0
2845.N,D,20000420,116.39,116.39,116.39,116.39,0,0
2845.N,D,20000421,116.39,116.39,116.39,116.39,0,0
2845.N,D,20000425,116.59,116.59,116.59,116.59,0,0
2845.N,D,20000426,116.64,116.64,116.64,116.64,0,0
2845.N,D,20000427,116.76,116.76,116.76,116.76,0,0
2845.N,D,20000428,116.81,116.81,116.81,116.81,0,0
2845.N,D,20000502,116.81,116.81,116.81,116.81,0,0
2845.N,D,20000504,117.13,117.13,117.13,117.13,0,0
2845.N,D,20000505,117.17,117.17,117.17,117.17,0,0
2845.N,D,20000508,117.24,117.24,117.24,117.24,0,0
2845.N,D,20000509,117.28,117.28,117.28,117.28,0,0
2845.N,D,20000510,117.35,117.35,117.35,117.35,0,0
2845.N,D,20000511,117.45,117.45,117.45,117.45,0,0
2845.N,D,20000512,117.48,117.48,117.48,117.48,0,0
2845.N,D,20000515,117.54,117.54,117.54,117.54,0,0
2845.N,D,20000516,117.6,117.6,117.6,117.6,0,0
2845.N,D,20000517,117.68,117.68,117.68,117.68,0,0
2845.N,D,20000518,117.82,117.82,117.82,117.82,0,0
2845.N,D,20000519,117.86,117.86,117.86,117.86,0,0
2845.N,D,20000522,117.91,117.91,117.91,117.91,0,0
2845.N,D,20000523,117.98,117.98,117.98,117.98,0,0
2845.N,D,20000524,118.01,118.01,118.01,118.01,0,0
2845.N,D,20000525,118.17,118.17,118.17,118.17,0,0
2845.N,D,20000526,118.23,118.23,118.23,118.23,0,0
2845.N,D,20000529,118.29,118.29,118.29,118.29,0,0
2845.N,D,20000530,118.36,118.36,118.36,118.36,0,0
2845.N,D,20000531,118.41,118.41,118.41,118.41,0,0
2845.N,D,20000601,118.42,118.42,118.42,118.42,0,0
2845.N,D,20000602,118.59,118.59,118.59,118.59,0,0
2845.N,D,20000605,118.68,118.68,118.68,118.68,0,0
2845.N,D,20000606,118.7,118.7,118.7,118.7,0,0
2845.N,D,20000607,118.75,118.75,118.75,118.75,0,0
2845.N,D,20000608,118.84,118.84,118.84,118.84,0,0
2845.N,D,20000609,118.92,118.92,118.92,118.92,0,0
2845.N,D,20000612,119,119,119,119,0,0
2845.N,D,20000613,119.06,119.06,119.06,119.06,0,0
2845.N,D,20000614,119.09,119.09,119.09,119.09,0,0
2845.N,D,20000615,119.2,119.2,119.2,119.2,0,0
2845.N,D,20000616,119.25,119.25,119.25,119.25,0,0
2845.N,D,20000619,119.31,119.31,119.31,119.31,0,0
2845.N,D,20000620,119.37,119.37,119.37,119.37,0,0
2845.N,D,20000621,119.42,119.42,119.42,119.42,0,0
2845.N,D,20000623,119.5,119.5,119.5,119.5,0,0
2845.N,D,20000626,119.68,119.68,119.68,119.68,0,0
2845.N,D,20000627,119.72,119.72,119.72,119.72,0,0
2845.N,D,20000628,119.77,119.77,119.77,119.77,0,0
2845.N,D,20000629,119.91,119.91,119.91,119.91,0,0
2845.N,D,20000630,119.95,119.95,119.95,119.95,0,0
2845.N,D,20000703,120.1,120.1,120.1,120.1,0,0
2845.N,D,20000704,120.15,120.15,120.15,120.15,0,0
2845.N,D,20000705,120.18,120.18,120.18,120.18,0,0
2845.N,D,20000706,120.25,120.25,120.25,120.25,0,0
2845.N,D,20000707,120.28,120.28,120.28,120.28,0,0
2845.N,D,20000710,120.39,120.39,120.39,120.39,0,0
2845.N,D,20000711,120.44,120.44,120.44,120.44,0,0
2845.N,D,20000712,120.48,120.48,120.48,120.48,0,0
2845.N,D,20000713,120.52,120.52,120.52,120.52,0,0
2845.N,D,20000714,120.57,120.57,120.57,120.57,0,0
2845.N,D,20000717,120.68,120.68,120.68,120.68,0,0
2845.N,D,20000718,120.84,120.84,120.84,120.84,0,0
2845.N,D,20000719,120.89,120.89,120.89,120.89,0,0
2845.N,D,20000720,120.94,120.94,120.94,120.94,0,0
2845.N,D,20000721,120.99,120.99,120.99,120.99,0,0
2845.N,D,20000724,121.06,121.06,121.06,121.06,0,0
2845.N,D,20000725,121.11,121.11,121.11,121.11,0,0
2845.N,D,20000726,121.2,121.2,121.2,121.2,0,0
2845.N,D,20000727,121.27,121.27,121.27,121.27,0,0
2845.N,D,20000728,121.33,121.33,121.33,121.33,0,0
2845.N,D,20000731,121.44,121.44,121.44,121.44,0,0
2845.N,D,20000801,121.49,121.49,121.49,121.49,0,0
2845.N,D,20000802,121.55,121.55,121.55,121.55,0,0
2845.N,D,20000803,121.67,121.67,121.67,121.67,0,0
2845.N,D,20000804,121.71,121.71,121.71,121.71,0,0
2845.N,D,20000807,121.84,121.84,121.84,121.84,0,0
2845.N,D,20000808,121.89,121.89,121.89,121.89,0,0
2845.N,D,20000809,121.96,121.96,121.96,121.96,0,0
2845.N,D,20000810,122.04,122.04,122.04,122.04,0,0
2845.N,D,20000811,122.08,122.08,122.08,122.08,0,0
2845.N,D,20000814,122.17,122.17,122.17,122.17,0,0
2845.N,D,20000816,122.27,122.27,122.27,122.27,0,0
2845.N,D,20000817,122.29,122.29,122.29,122.29,0,0
2845.N,D,20000818,122.31,122.31,122.31,122.31,0,0
2845.N,D,20000821,122.49,122.49,122.49,122.49,0,0
2845.N,D,20000822,122.44,122.44,122.44,122.44,0,0
2845.N,D,20000823,122.55,122.55,122.55,122.55,0,0
2845.N,D,20000824,122.66,122.66,122.66,122.66,0,0
2845.N,D,20000825,122.73,122.73,122.73,122.73,0,0
2845.N,D,20000828,122.77,122.77,122.77,122.77,0,0
2845.N,D,20000829,122.79,122.79,122.79,122.79,0,0
2845.N,D,20000830,122.86,122.86,122.86,122.86,0,0
2845.N,D,20000831,122.9,122.9,122.9,122.9,0,0
2845.N,D,20000901,122.95,122.95,122.95,122.95,0,0
2845.N,D,20000904,123.12,123.12,123.12,123.12,0,0
2845.N,D,20000905,123.15,123.15,123.15,123.15,0,0
2845.N,D,20000906,123.21,123.21,123.21,123.21,0,0
2845.N,D,20000907,123.26,123.26,123.26,123.26,0,0
2845.N,D,20000908,123.32,123.32,123.32,123.32,0,0
2845.N,D,20000911,123.49,123.49,123.49,123.49,0,0
2845.N,D,20000912,123.54,123.54,123.54,123.54,0,0
2845.N,D,20000913,123.59,123.59,123.59,123.59,0,0
2845.N,D,20000914,123.66,123.66,123.66,123.66,0,0
2845.N,D,20000915,123.7,123.7,123.7,123.7,0,0
2845.N,D,20000918,123.87,123.87,123.87,123.87,0,0
2845.N,D,20000919,123.92,123.92,123.92,123.92,0,0
2845.N,D,20000920,123.97,123.97,123.97,123.97,0,0
2845.N,D,20000921,124.02,124.02,124.02,124.02,0,0
2845.N,D,20000922,124.07,124.07,124.07,124.07,0,0
2845.N,D,20000925,124.23,124.23,124.23,124.23,0,0
2845.N,D,20000926,124.28,124.28,124.28,124.28,0,0
2845.N,D,20000927,124.33,124.33,124.33,124.33,0,0
2845.N,D,20000928,124.38,124.38,124.38,124.38,0,0
2845.N,D,20000929,124.44,124.44,124.44,124.44,0,0
2845.N,D,20001002,124.6,124.6,124.6,124.6,0,0
2845.N,D,20001003,124.66,124.66,124.66,124.66,0,0
2845.N,D,20001004,124.72,124.72,124.72,124.72,0,0
2845.N,D,20001005,124.77,124.77,124.77,124.77,0,0
