Symbol,Dzien,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2845.N,D,20030331,164.53,164.53,164.53,164.53,0,0
2845.N,D,20030401,164.55,164.55,164.55,164.55,0,0
2845.N,D,20030402,164.51,164.51,164.51,164.51,0,0
2845.N,D,20030403,164.57,164.57,164.57,164.57,0,0
2845.N,D,20030404,164.68,164.68,164.68,164.68,0,0
2845.N,D,20030407,164.73,164.73,164.73,164.73,0,0
2845.N,D,20030408,164.74,164.74,164.74,164.74,0,0
2845.N,D,20030409,164.78,164.78,164.78,164.78,0,0
2845.N,D,20030410,164.83,164.83,164.83,164.83,0,0
2845.N,D,20030411,164.84,164.84,164.84,164.84,0,0
2845.N,D,20030414,164.93,164.93,164.93,164.93,0,0
2845.N,D,20030415,164.97,164.97,164.97,164.97,0,0
2845.N,D,20030416,164.86,164.86,164.86,164.86,0,0
2845.N,D,20030417,164.89,164.89,164.89,164.89,0,0
2845.N,D,20030418,164.89,164.89,164.89,164.89,0,0
2845.N,D,20030422,165.08,165.08,165.08,165.08,0,0
2845.N,D,20030423,165.12,165.12,165.12,165.12,0,0
2845.N,D,20030424,165.16,165.16,165.16,165.16,0,0
2845.N,D,20030425,165.15,165.15,165.15,165.15,0,0
2845.N,D,20030428,165.3,165.3,165.3,165.3,0,0
2845.N,D,20030429,165.29,165.29,165.29,165.29,0,0
2845.N,D,20030430,165.35,165.35,165.35,165.35,0,0
2845.N,D,20030502,165.43,165.43,165.43,165.43,0,0
2845.N,D,20030505,165.39,165.39,165.39,165.39,0,0
2845.N,D,20030506,165.46,165.46,165.46,165.46,0,0
2845.N,D,20030507,165.49,165.49,165.49,165.49,0,0
2845.N,D,20030508,165.56,165.56,165.56,165.56,0,0
2845.N,D,20030509,165.58,165.58,165.58,165.58,0,0
2845.N,D,20030512,165.62,165.62,165.62,165.62,0,0
2845.N,D,20030513,165.63,165.63,165.63,165.63,0,0
2845.N,D,20030514,165.64,165.64,165.64,165.64,0,0
2845.N,D,20030515,165.64,165.64,165.64,165.64,0,0
2845.N,D,20030516,165.67,165.67,165.67,165.67,0,0
2845.N,D,20030519,165.77,165.77,165.77,165.77,0,0
2845.N,D,20030520,165.79,165.79,165.79,165.79,0,0
2845.N,D,20030521,165.8,165.8,165.8,165.8,0,0
2845.N,D,20030522,165.8,165.8,165.8,165.8,0,0
2845.N,D,20030523,165.83,165.83,165.83,165.83,0,0
2845.N,D,20030526,165.97,165.97,165.97,165.97,0,0
2845.N,D,20030527,165.88,165.88,165.88,165.88,0,0
2845.N,D,20030528,165.91,165.91,165.91,165.91,0,0
2845.N,D,20030529,165.93,165.93,165.93,165.93,0,0
2845.N,D,20030530,165.96,165.96,165.96,165.96,0,0
2845.N,D,20030602,166.03,166.03,166.03,166.03,0,0
2845.N,D,20030603,166.05,166.05,166.05,166.05,0,0
2845.N,D,20030604,166.06,166.06,166.06,166.06,0,0
2845.N,D,20030605,166.06,166.06,166.06,166.06,0,0
2845.N,D,20030606,166.08,166.08,166.08,166.08,0,0
2845.N,D,20030609,166.16,166.16,166.16,166.16,0,0
2845.N,D,20030610,166.16,166.16,166.16,166.16,0,0
2845.N,D,20030611,166.12,166.12,166.12,166.12,0,0
2845.N,D,20030612,166.15,166.15,166.15,166.15,0,0
2845.N,D,20030613,166.17,166.17,166.17,166.17,0,0
2845.N,D,20030616,166.22,166.22,166.22,166.22,0,0
2845.N,D,20030617,166.28,166.28,166.28,166.28,0,0
2845.N,D,20030618,166.28,166.28,166.28,166.28,0,0
2845.N,D,20030620,166.33,166.33,166.33,166.33,0,0
2845.N,D,20030623,166.35,166.35,166.35,166.35,0,0
2845.N,D,20030624,166.4,166.4,166.4,166.4,0,0
2845.N,D,20030625,166.4,166.4,166.4,166.4,0,0
2845.N,D,20030626,166.44,166.44,166.44,166.44,0,0
2845.N,D,20030627,166.44,166.44,166.44,166.44,0,0
2845.N,D,20030630,166.52,166.52,166.52,166.52,0,0
2845.N,D,20030701,166.5,166.5,166.5,166.5,0,0
2845.N,D,20030702,166.55,166.55,166.55,166.55,0,0
2845.N,D,20030703,166.52,166.52,166.52,166.52,0,0
2845.N,D,20030704,166.58,166.58,166.58,166.58,0,0
2845.N,D,20030707,166.68,166.68,166.68,166.68,0,0
2845.N,D,20030708,166.65,166.65,166.65,166.65,0,0
2845.N,D,20030709,166.66,166.66,166.66,166.66,0,0
2845.N,D,20030710,166.68,166.68,166.68,166.68,0,0
2845.N,D,20030711,166.72,166.72,166.72,166.72,0,0
2845.N,D,20030714,166.78,166.78,166.78,166.78,0,0
2845.N,D,20030715,166.81,166.81,166.81,166.81,0,0
2845.N,D,20030716,166.81,166.81,166.81,166.81,0,0
2845.N,D,20030717,166.89,166.89,166.89,166.89,0,0
2845.N,D,20030718,166.92,166.92,166.92,166.92,0,0
2845.N,D,20030721,166.99,166.99,166.99,166.99,0,0
2845.N,D,20030722,167,167,167,167,0,0
2845.N,D,20030723,167.03,167.03,167.03,167.03,0,0
2845.N,D,20030724,167.05,167.05,167.05,167.05,0,0
2845.N,D,20030725,167.08,167.08,167.08,167.08,0,0
2845.N,D,20030728,167.14,167.14,167.14,167.14,0,0
2845.N,D,20030729,167.15,167.15,167.15,167.15,0,0
2845.N,D,20030730,167.18,167.18,167.18,167.18,0,0
2845.N,D,20030731,167.2,167.2,167.2,167.2,0,0
2845.N,D,20030801,167.26,167.26,167.26,167.26,0,0
2845.N,D,20030804,167.33,167.33,167.33,167.33,0,0
2845.N,D,20030805,167.35,167.35,167.35,167.35,0,0
2845.N,D,20030806,167.37,167.37,167.37,167.37,0,0
2845.N,D,20030807,167.39,167.39,167.39,167.39,0,0
2845.N,D,20030808,167.41,167.41,167.41,167.41,0,0
2845.N,D,20030811,167.47,167.47,167.47,167.47,0,0
2845.N,D,20030812,167.49,167.49,167.49,167.49,0,0
2845.N,D,20030813,167.51,167.51,167.51,167.51,0,0
2845.N,D,20030814,167.53,167.53,167.53,167.53,0,0
2845.N,D,20030818,167.61,167.61,167.61,167.61,0,0
2845.N,D,20030819,167.63,167.63,167.63,167.63,0,0
2845.N,D,20030820,167.65,167.65,167.65,167.65,0,0
2845.N,D,20030821,167.67,167.67,167.67,167.67,0,0
2845.N,D,20030822,167.69,167.69,167.69,167.69,0,0
2845.N,D,20030825,167.75,167.75,167.75,167.75,0,0
2845.N,D,20030826,167.79,167.79,167.79,167.79,0,0
2845.N,D,20030827,167.78,167.78,167.78,167.78,0,0
2845.N,D,20030828,167.8,167.8,167.8,167.8,0,0
2845.N,D,20030829,167.81,167.81,167.81,167.81,0,0
2845.N,D,20030901,167.86,167.86,167.86,167.86,0,0
2845.N,D,20030902,167.89,167.89,167.89,167.89,0,0
2845.N,D,20030903,167.91,167.91,167.91,167.91,0,0
2845.N,D,20030904,167.93,167.93,167.93,167.93,0,0
2845.N,D,20030905,167.95,167.95,167.95,167.95,0,0
2845.N,D,20030908,168.01,168.01,168.01,168.01,0,0
2845.N,D,20030909,168.02,168.02,168.02,168.02,0,0
2845.N,D,20030910,168.04,168.04,168.04,168.04,0,0
2845.N,D,20030911,168.05,168.05,168.05,168.05,0,0
2845.N,D,20030912,168.08,168.08,168.08,168.08,0,0
2845.N,D,20030915,168.14,168.14,168.14,168.14,0,0
2845.N,D,20030916,168.16,168.16,168.16,168.16,0,0
2845.N,D,20030917,168.17,168.17,168.17,168.17,0,0
2845.N,D,20030918,168.18,168.18,168.18,168.18,0,0
2845.N,D,20030919,168.2,168.2,168.2,168.2,0,0
2845.N,D,20030922,168.26,168.26,168.26,168.26,0,0
2845.N,D,20030923,168.27,168.27,168.27,168.27,0,0
2845.N,D,20030924,168.29,168.29,168.29,168.29,0,0
2845.N,D,20030925,168.3,168.3,168.3,168.3,0,0
2845.N,D,20030926,168.33,168.33,168.33,168.33,0,0
2845.N,D,20030929,168.38,168.38,168.38,168.38,0,0
2845.N,D,20030930,168.39,168.39,168.39,168.39,0,0
2845.N,D,20031001,168.4,168.4,168.4,168.4,0,0
2845.N,D,20031002,168.43,168.43,168.43,168.43,0,0
2845.N,D,20031003,168.45,168.45,168.45,168.45,0,0
2845.N,D,20031006,168.5,168.5,168.5,168.5,0,0
2845.N,D,20031007,168.52,168.52,168.52,168.52,0,0
2845.N,D,20031008,168.54,168.54,168.54,168.54,0,0
2845.N,D,20031009,168.55,168.55,168.55,168.55,0,0
2845.N,D,20031010,168.59,168.59,168.59,168.59,0,0
2845.N,D,20031013,168.64,168.64,168.64,168.64,0,0
2845.N,D,20031014,168.66,168.66,168.66,168.66,0,0
2845.N,D,20031015,168.67,168.67,168.67,168.67,0,0
2845.N,D,20031016,168.69,168.69,168.69,168.69,0,0
2845.N,D,20031017,168.68,168.68,168.68,168.68,0,0
2845.N,D,20031020,168.74,168.74,168.74,168.74,0,0
2845.N,D,20031021,168.76,168.76,168.76,168.76,0,0
2845.N,D,20031022,168.77,168.77,168.77,168.77,0,0
2845.N,D,20031023,168.78,168.78,168.78,168.78,0,0
2845.N,D,20031024,168.79,168.79,168.79,168.79,0,0
2845.N,D,20031027,168.82,168.82,168.82,168.82,0,0
2845.N,D,20031028,168.86,168.86,168.86,168.86,0,0
2845.N,D,20031029,168.88,168.88,168.88,168.88,0,0
2845.N,D,20031030,168.89,168.89,168.89,168.89,0,0
2845.N,D,20031031,168.9,168.9,168.9,168.9,0,0
2845.N,D,20031103,168.92,168.92,168.92,168.92,0,0
2845.N,D,20031104,168.94,168.94,168.94,168.94,0,0
2845.N,D,20031105,168.98,168.98,168.98,168.98,0,0
2845.N,D,20031106,168.99,168.99,168.99,168.99,0,0
2845.N,D,20031107,169.02,169.02,169.02,169.02,0,0
2845.N,D,20031110,169.07,169.07,169.07,169.07,0,0
2845.N,D,20031112,169.1,169.1,169.1,169.1,0,0
2845.N,D,20031113,169.11,169.11,169.11,169.11,0,0
2845.N,D,20031114,169.13,169.13,169.13,169.13,0,0
2845.N,D,20031117,169.19,169.19,169.19,169.19,0,0
2845.N,D,20031118,169.2,169.2,169.2,169.2,0,0
2845.N,D,20031119,169.24,169.24,169.24,169.24,0,0
2845.N,D,20031120,169.24,169.24,169.24,169.24,0,0
2845.N,D,20031121,169.26,169.26,169.26,169.26,0,0
2845.N,D,20031124,169.31,169.31,169.31,169.31,0,0
2845.N,D,20031125,169.34,169.34,169.34,169.34,0,0
2845.N,D,20031126,169.35,169.35,169.35,169.35,0,0
2845.N,D,20031127,169.36,169.36,169.36,169.36,0,0
2845.N,D,20031128,169.38,169.38,169.38,169.38,0,0
2845.N,D,20031201,169.43,169.43,169.43,169.43,0,0
2845.N,D,20031202,169.45,169.45,169.45,169.45,0,0
2845.N,D,20031203,169.46,169.46,169.46,169.46,0,0
2845.N,D,20031204,169.44,169.44,169.44,169.44,0,0
2845.N,D,20031205,169.44,169.44,169.44,169.44,0,0
2845.N,D,20031208,169.56,169.56,169.56,169.56,0,0
2845.N,D,20031209,169.58,169.58,169.58,169.58,0,0
2845.N,D,20031210,169.57,169.57,169.57,169.57,0,0
2845.N,D,20031211,169.6,169.6,169.6,169.6,0,0
2845.N,D,20031212,169.62,169.62,169.62,169.62,0,0
2845.N,D,20031215,169.67,169.67,169.67,169.67,0,0
2845.N,D,20031216,169.69,169.69,169.69,169.69,0,0
2845.N,D,20031217,169.71,169.71,169.71,169.71,0,0
2845.N,D,20031218,169.73,169.73,169.73,169.73,0,0
2845.N,D,20031219,169.74,169.74,169.74,169.74,0,0
2845.N,D,20031222,169.81,169.81,169.81,169.81,0,0
2845.N,D,20031223,169.84,169.84,169.84,169.84,0,0
2845.N,D,20031224,169.84,169.84,169.84,169.84,0,0
2845.N,D,20031229,169.95,169.95,169.95,169.95,0,0
2845.N,D,20031230,169.97,169.97,169.97,169.97,0,0
2845.N,D,20031231,169.98,169.98,169.98,169.98,0,0
2845.N,D,20040102,170.01,170.01,170.01,170.01,0,0
2845.N,D,20040105,170.07,170.07,170.07,170.07,0,0
2845.N,D,20040106,170.09,170.09,170.09,170.09,0,0
2845.N,D,20040107,170.11,170.11,170.11,170.11,0,0
2845.N,D,20040108,170.15,170.15,170.15,170.15,0,0
2845.N,D,20040109,170.16,170.16,170.16,170.16,0,0
2845.N,D,20040112,170.19,170.19,170.19,170.19,0,0
2845.N,D,20040113,170.21,170.21,170.21,170.21,0,0
2845.N,D,20040114,170.23,170.23,170.23,170.23,0,0
2845.N,D,20040115,170.29,170.29,170.29,170.29,0,0
2845.N,D,20040116,170.33,170.33,170.33,170.33,0,0
2845.N,D,20040119,170.36,170.36,170.36,170.36,0,0
2845.N,D,20040120,170.38,170.38,170.38,170.38,0,0
2845.N,D,20040121,170.4,170.4,170.4,170.4,0,0
2845.N,D,20040122,170.44,170.44,170.44,170.44,0,0
2845.N,D,20040123,170.48,170.48,170.48,170.48,0,0
2845.N,D,20040126,170.53,170.53,170.53,170.53,0,0
2845.N,D,20040127,170.58,170.58,170.58,170.58,0,0
2845.N,D,20040128,170.58,170.58,170.58,170.58,0,0
2845.N,D,20040129,170.58,170.58,170.58,170.58,0,0
2845.N,D,20040130,170.62,170.62,170.62,170.62,0,0
2845.N,D,20040202,170.68,170.68,170.68,170.68,0,0
2845.N,D,20040203,170.71,170.71,170.71,170.71,0,0
2845.N,D,20040204,170.72,170.72,170.72,170.72,0,0
2845.N,D,20040205,170.75,170.75,170.75,170.75,0,0
2845.N,D,20040206,170.76,170.76,170.76,170.76,0,0
2845.N,D,20040209,170.82,170.82,170.82,170.82,0,0
2845.N,D,20040210,170.83,170.83,170.83,170.83,0,0
2845.N,D,20040211,170.84,170.84,170.84,170.84,0,0
2845.N,D,20040212,170.85,170.85,170.85,170.85,0,0
2845.N,D,20040213,170.87,170.87,170.87,170.87,0,0
2845.N,D,20040216,170.92,170.92,170.92,170.92,0,0
2845.N,D,20040217,170.92,170.92,170.92,170.92,0,0
2845.N,D,20040218,170.94,170.94,170.94,170.94,0,0
2845.N,D,20040219,170.95,170.95,170.95,170.95,0,0
2845.N,D,20040220,170.98,170.98,170.98,170.98,0,0
2845.N,D,20040223,171.03,171.03,171.03,171.03,0,0
2845.N,D,20040224,171.05,171.05,171.05,171.05,0,0
2845.N,D,20040225,171.11,171.11,171.11,171.11,0,0
2845.N,D,20040226,171.11,171.11,171.11,171.11,0,0
2845.N,D,20040227,171.12,171.12,171.12,171.12,0,0
2845.N,D,20040301,171.17,171.17,171.17,171.17,0,0
2845.N,D,20040302,171.19,171.19,171.19,171.19,0,0
2845.N,D,20040303,171.21,171.21,171.21,171.21,0,0
2845.N,D,20040304,171.23,171.23,171.23,171.23,0,0
2845.N,D,20040305,171.26,171.26,171.26,171.26,0,0
2845.N,D,20040308,171.31,171.31,171.31,171.31,0,0
2845.N,D,20040309,171.31,171.31,171.31,171.31,0,0
2845.N,D,20040310,171.35,171.35,171.35,171.35,0,0
2845.N,D,20040311,171.36,171.36,171.36,171.36,0,0
2845.N,D,20040312,171.39,171.39,171.39,171.39,0,0
2845.N,D,20040315,171.44,171.44,171.44,171.44,0,0
2845.N,D,20040316,171.45,171.45,171.45,171.45,0,0
2845.N,D,20040317,171.48,171.48,171.48,171.48,0,0
2845.N,D,20040318,171.5,171.5,171.5,171.5,0,0
2845.N,D,20040319,171.52,171.52,171.52,171.52,0,0
2845.N,D,20040322,171.57,171.57,171.57,171.57,0,0
2845.N,D,20040323,171.59,171.59,171.59,171.59,0,0
2845.N,D,20040324,171.59,171.59,171.59,171.59,0,0
2845.N,D,20040325,171.62,171.62,171.62,171.62,0,0
2845.N,D,20040326,171.63,171.63,171.63,171.63,0,0
2845.N,D,20040329,171.68,171.68,171.68,171.68,0,0
2845.N,D,20040330,171.71,171.71,171.71,171.71,0,0
2845.N,D,20040331,171.72,171.72,171.72,171.72,0,0
2845.N,D,20040401,171.74,171.74,171.74,171.74,0,0
2845.N,D,20040402,171.74,171.74,171.74,171.74,0,0
2845.N,D,20040405,171.81,171.81,171.81,171.81,0,0
2845.N,D,20040406,171.83,171.83,171.83,171.83,0,0
2845.N,D,20040407,171.83,171.83,171.83,171.83,0,0
2845.N,D,20040408,171.85,171.85,171.85,171.85,0,0
2845.N,D,20040409,171.85,171.85,171.85,171.85,0,0
2845.N,D,20040413,171.95,171.95,171.95,171.95,0,0
2845.N,D,20040414,171.96,171.96,171.96,171.96,0,0
2845.N,D,20040415,171.98,171.98,171.98,171.98,0,0
2845.N,D,20040416,171.99,171.99,171.99,171.99,0,0
2845.N,D,20040419,172.05,172.05,172.05,172.05,0,0
2845.N,D,20040420,172.11,172.11,172.11,172.11,0,0
2845.N,D,20040421,172.13,172.13,172.13,172.13,0,0
2845.N,D,20040422,172.14,172.14,172.14,172.14,0,0
2845.N,D,20040423,172.17,172.17,172.17,172.17,0,0
2845.N,D,20040426,172.23,172.23,172.23,172.23,0,0
2845.N,D,20040427,172.24,172.24,172.24,172.24,0,0
2845.N,D,20040428,172.26,172.26,172.26,172.26,0,0
2845.N,D,20040429,172.29,172.29,172.29,172.29,0,0
2845.N,D,20040430,172.2,172.2,172.2,172.2,0,0
2845.N,D,20040504,172.28,172.28,172.28,172.28,0,0
2845.N,D,20040505,172.28,172.28,172.28,172.28,0,0
2845.N,D,20040506,172.32,172.32,172.32,172.32,0,0
2845.N,D,20040507,172.32,172.32,172.32,172.32,0,0
2845.N,D,20040510,172.39,172.39,172.39,172.39,0,0
2845.N,D,20040511,172.41,172.41,172.41,172.41,0,0
2845.N,D,20040512,172.45,172.45,172.45,172.45,0,0
2845.N,D,20040513,172.39,172.39,172.39,172.39,0,0
2845.N,D,20040514,172.41,172.41,172.41,172.41,0,0
2845.N,D,20040517,172.45,172.45,172.45,172.45,0,0
2845.N,D,20040518,172.47,172.47,172.47,172.47,0,0
2845.N,D,20040519,172.5,172.5,172.5,172.5,0,0
2845.N,D,20040520,172.52,172.52,172.52,172.52,0,0
2845.N,D,20040521,172.54,172.54,172.54,172.54,0,0
2845.N,D,20040524,172.61,172.61,172.61,172.61,0,0
2845.N,D,20040525,172.64,172.64,172.64,172.64,0,0
2845.N,D,20040526,172.63,172.63,172.63,172.63,0,0
2845.N,D,20040527,172.64,172.64,172.64,172.64,0,0
2845.N,D,20040528,172.66,172.66,172.66,172.66,0,0
2845.N,D,20040531,172.72,172.72,172.72,172.72,0,0
2845.N,D,20040601,172.75,172.75,172.75,172.75,0,0
2845.N,D,20040602,172.75,172.75,172.75,172.75,0,0
2845.N,D,20040603,172.8,172.8,172.8,172.8,0,0
2845.N,D,20040604,172.79,172.79,172.79,172.79,0,0
2845.N,D,20040607,172.86,172.86,172.86,172.86,0,0
2845.N,D,20040608,172.91,172.91,172.91,172.91,0,0
2845.N,D,20040609,172.92,172.92,172.92,172.92,0,0
2845.N,D,20040611,172.96,172.96,172.96,172.96,0,0
2845.N,D,20040614,173.04,173.04,173.04,173.04,0,0
2845.N,D,20040615,173.06,173.06,173.06,173.06,0,0
2845.N,D,20040616,173.08,173.08,173.08,173.08,0,0
2845.N,D,20040617,173.09,173.09,173.09,173.09,0,0
2845.N,D,20040618,173.09,173.09,173.09,173.09,0,0
2845.N,D,20040621,173.17,173.17,173.17,173.17,0,0
2845.N,D,20040622,173.19,173.19,173.19,173.19,0,0
2845.N,D,20040623,173.21,173.21,173.21,173.21,0,0
2845.N,D,20040624,173.23,173.23,173.23,173.23,0,0
2845.N,D,20040625,173.26,173.26,173.26,173.26,0,0
2845.N,D,20040628,173.32,173.32,173.32,173.32,0,0
2845.N,D,20040629,173.33,173.33,173.33,173.33,0,0
2845.N,D,20040630,173.34,173.34,173.34,173.34,0,0
2845.N,D,20040701,173.35,173.35,173.35,173.35,0,0
2845.N,D,20040702,173.37,173.37,173.37,173.37,0,0
2845.N,D,20040705,173.42,173.42,173.42,173.42,0,0
2845.N,D,20040706,173.44,173.44,173.44,173.44,0,0
2845.N,D,20040707,173.46,173.46,173.46,173.46,0,0
2845.N,D,20040708,173.48,173.48,173.48,173.48,0,0
2845.N,D,20040709,173.5,173.5,173.5,173.5,0,0
2845.N,D,20040712,173.61,173.61,173.61,173.61,0,0
2845.N,D,20040713,173.59,173.59,173.59,173.59,0,0
2845.N,D,20040714,173.62,173.62,173.62,173.62,0,0
2845.N,D,20040715,173.65,173.65,173.65,173.65,0,0
2845.N,D,20040716,173.68,173.68,173.68,173.68,0,0
2845.N,D,20040719,173.7,173.7,173.7,173.7,0,0
2845.N,D,20040720,173.72,173.72,173.72,173.72,0,0
2845.N,D,20040721,173.78,173.78,173.78,173.78,0,0
2845.N,D,20040722,173.77,173.77,173.77,173.77,0,0
2845.N,D,20040723,173.77,173.77,173.77,173.77,0,0
2845.N,D,20040726,173.84,173.84,173.84,173.84,0,0
2845.N,D,20040727,173.86,173.86,173.86,173.86,0,0
2845.N,D,20040728,173.88,173.88,173.88,173.88,0,0
2845.N,D,20040729,173.9,173.9,173.9,173.9,0,0
2845.N,D,20040730,173.94,173.94,173.94,173.94,0,0
2845.N,D,20040802,174.01,174.01,174.01,174.01,0,0
2845.N,D,20040803,173.99,173.99,173.99,173.99,0,0
2845.N,D,20040804,174.01,174.01,174.01,174.01,0,0
2845.N,D,20040805,174.08,174.08,174.08,174.08,0,0
2845.N,D,20040806,174.04,174.04,174.04,174.04,0,0
2845.N,D,20040809,174.11,174.11,174.11,174.11,0,0
2845.N,D,20040810,174.13,174.13,174.13,174.13,0,0
2845.N,D,20040811,174.16,174.16,174.16,174.16,0,0
2845.N,D,20040812,174.16,174.16,174.16,174.16,0,0
2845.N,D,20040813,174.19,174.19,174.19,174.19,0,0
2845.N,D,20040816,174.26,174.26,174.26,174.26,0,0
2845.N,D,20040817,174.27,174.27,174.27,174.27,0,0
2845.N,D,20040818,174.3,174.3,174.3,174.3,0,0
2845.N,D,20040819,174.33,174.33,174.33,174.33,0,0
2845.N,D,20040820,174.34,174.34,174.34,174.34,0,0
2845.N,D,20040823,174.43,174.43,174.43,174.43,0,0
2845.N,D,20040824,174.42,174.42,174.42,174.42,0,0
2845.N,D,20040825,174.47,174.47,174.47,174.47,0,0
2845.N,D,20040826,174.47,174.47,174.47,174.47,0,0
2845.N,D,20040827,174.48,174.48,174.48,174.48,0,0
2845.N,D,20040830,174.55,174.55,174.55,174.55,0,0
2845.N,D,20040831,174.57,174.57,174.57,174.57,0,0
2845.N,D,20040901,174.59,174.59,174.59,174.59,0,0
2845.N,D,20040902,174.61,174.61,174.61,174.61,0,0
2845.N,D,20040903,174.63,174.63,174.63,174.63,0,0
2845.N,D,20040906,174.72,174.72,174.72,174.72,0,0
2845.N,D,20040907,174.73,174.73,174.73,174.73,0,0
2845.N,D,20040908,174.78,174.78,174.78,174.78,0,0
2845.N,D,20040909,174.8,174.8,174.8,174.8,0,0
2845.N,D,20040910,174.82,174.82,174.82,174.82,0,0
2845.N,D,20040913,174.82,174.82,174.82,174.82,0,0
2845.N,D,20040914,174.84,174.84,174.84,174.84,0,0
2845.N,D,20040915,174.85,174.85,174.85,174.85,0,0
2845.N,D,20040916,174.93,174.93,174.93,174.93,0,0
2845.N,D,20040917,174.95,174.95,174.95,174.95,0,0
2845.N,D,20040920,175.01,175.01,175.01,175.01,0,0
2845.N,D,20040921,174.99,174.99,174.99,174.99,0,0
2845.N,D,20040922,175,175,175,175,0,0
2845.N,D,20040923,175.03,175.03,175.03,175.03,0,0
2845.N,D,20040924,175.05,175.05,175.05,175.05,0,0
2845.N,D,20040927,175.08,175.08,175.08,175.08,0,0
2845.N,D,20040928,175.1,175.1,175.1,175.1,0,0
2845.N,D,20040929,175.17,175.17,175.17,175.17,0,0
2845.N,D,20040930,175.2,175.2,175.2,175.2,0,0
2845.N,D,20041001,175.24,175.24,175.24,175.24,0,0
2845.N,D,20041004,175.3,175.3,175.3,175.3,0,0
2845.N,D,20041005,175.31,175.31,175.31,175.31,0,0
2845.N,D,20041006,175.33,175.33,175.33,175.33,0,0
2845.N,D,20041007,175.37,175.37,175.37,175.37,0,0
2845.N,D,20041008,175.41,175.41,175.41,175.41,0,0
2845.N,D,20041011,175.46,175.46,175.46,175.46,0,0
2845.N,D,20041012,175.5,175.5,175.5,175.5,0,0
2845.N,D,20041013,175.51,175.51,175.51,175.51,0,0
2845.N,D,20041014,175.55,175.55,175.55,175.55,0,0
2845.N,D,20041015,175.54,175.54,175.54,175.54,0,0
2845.N,D,20041018,175.65,175.65,175.65,175.65,0,0
2845.N,D,20041019,175.63,175.63,175.63,175.63,0,0
2845.N,D,20041020,175.66,175.66,175.66,175.66,0,0
2845.N,D,20041021,175.67,175.67,175.67,175.67,0,0
2845.N,D,20041022,175.7,175.7,175.7,175.7,0,0
2845.N,D,20041025,175.76,175.76,175.76,175.76,0,0
2845.N,D,20041026,175.77,175.77,175.77,175.77,0,0
2845.N,D,20041027,175.8,175.8,175.8,175.8,0,0
2845.N,D,20041028,175.82,175.82,175.82,175.82,0,0
2845.N,D,20041029,175.83,175.83,175.83,175.83,0,0
2845.N,D,20041102,175.96,175.96,175.96,175.96,0,0
2845.N,D,20041103,175.99,175.99,175.99,175.99,0,0
2845.N,D,20041104,176.01,176.01,176.01,176.01,0,0
2845.N,D,20041105,176,176,176,176,0,0
2845.N,D,20041108,176.08,176.08,176.08,176.08,0,0
2845.N,D,20041109,176.11,176.11,176.11,176.11,0,0
2845.N,D,20041110,176.12,176.12,176.12,176.12,0,0
2845.N,D,20041112,176.19,176.19,176.19,176.19,0,0
2845.N,D,20041115,176.28,176.28,176.28,176.28,0,0
2845.N,D,20041116,176.29,176.29,176.29,176.29,0,0
2845.N,D,20041117,176.3,176.3,176.3,176.3,0,0
2845.N,D,20041118,176.34,176.34,176.34,176.34,0,0
2845.N,D,20041119,176.41,176.41,176.41,176.41,0,0
2845.N,D,20041122,176.5,176.5,176.5,176.5,0,0
2845.N,D,20041123,176.53,176.53,176.53,176.53,0,0
2845.N,D,20041124,176.56,176.56,176.56,176.56,0,0
2845.N,D,20041125,176.6,176.6,176.6,176.6,0,0
2845.N,D,20041126,176.64,176.64,176.64,176.64,0,0
2845.N,D,20041129,176.73,176.73,176.73,176.73,0,0
2845.N,D,20041130,176.76,176.76,176.76,176.76,0,0
2845.N,D,20041201,176.77,176.77,176.77,176.77,0,0
2845.N,D,20041202,176.83,176.83,176.83,176.83,0,0
2845.N,D,20041203,176.85,176.85,176.85,176.85,0,0
2845.N,D,20041206,176.99,176.99,176.99,176.99,0,0
2845.N,D,20041207,177.03,177.03,177.03,177.03,0,0
2845.N,D,20041208,177.07,177.07,177.07,177.07,0,0
2845.N,D,20041209,177.1,177.1,177.1,177.1,0,0
2845.N,D,20041210,177.13,177.13,177.13,177.13,0,0
2845.N,D,20041213,177.15,177.15,177.15,177.15,0,0
2845.N,D,20041214,177.21,177.21,177.21,177.21,0,0
2845.N,D,20041215,177.34,177.34,177.34,177.34,0,0
2845.N,D,20041216,177.33,177.33,177.33,177.33,0,0
2845.N,D,20041217,177.32,177.32,177.32,177.32,0,0
2845.N,D,20041220,177.4,177.4,177.4,177.4,0,0
2845.N,D,20041221,177.44,177.44,177.44,177.44,0,0
2845.N,D,20041222,177.46,177.46,177.46,177.46,0,0
2845.N,D,20041223,177.5,177.5,177.5,177.5,0,0
2845.N,D,20041224,177.6,177.6,177.6,177.6,0,0
2845.N,D,20041227,177.65,177.65,177.65,177.65,0,0
2845.N,D,20041228,177.69,177.69,177.69,177.69,0,0
2845.N,D,20041229,177.72,177.72,177.72,177.72,0,0
2845.N,D,20041230,177.73,177.73,177.73,177.73,0,0
2845.N,D,20041231,177.76,177.76,177.76,177.76,0,0
2845.N,D,20050103,177.96,177.96,177.96,177.96,0,0
2845.N,D,20050104,177.98,177.98,177.98,177.98,0,0
2845.N,D,20050105,178.04,178.04,178.04,178.04,0,0
