Symbol,Dzien,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2992.N,D,20160226,107.36,107.36,107.36,107.36,0,0
2992.N,D,20160229,107.4,107.4,107.4,107.4,0,0
2992.N,D,20160301,107.38,107.38,107.38,107.38,0,0
2992.N,D,20160302,107.32,107.32,107.32,107.32,0,0
2992.N,D,20160303,107.31,107.31,107.31,107.31,0,0
2992.N,D,20160304,107.37,107.37,107.37,107.37,0,0
2992.N,D,20160307,107.43,107.43,107.43,107.43,0,0
2992.N,D,20160308,107.52,107.52,107.52,107.52,0,0
2992.N,D,20160309,107.53,107.53,107.53,107.53,0,0
2992.N,D,20160310,107.55,107.55,107.55,107.55,0,0
2992.N,D,20160311,107.56,107.56,107.56,107.56,0,0
2992.N,D,20160314,107.56,107.56,107.56,107.56,0,0
2992.N,D,20160315,107.52,107.52,107.52,107.52,0,0
2992.N,D,20160316,107.48,107.48,107.48,107.48,0,0
2992.N,D,20160317,107.55,107.55,107.55,107.55,0,0
2992.N,D,20160318,107.59,107.59,107.59,107.59,0,0
2992.N,D,20160321,107.54,107.54,107.54,107.54,0,0
2992.N,D,20160322,107.52,107.52,107.52,107.52,0,0
2992.N,D,20160323,107.47,107.47,107.47,107.47,0,0
2992.N,D,20160324,107.47,107.47,107.47,107.47,0,0
2992.N,D,20160329,107.54,107.54,107.54,107.54,0,0
2992.N,D,20160330,107.53,107.53,107.53,107.53,0,0
2992.N,D,20160331,107.52,107.52,107.52,107.52,0,0
2992.N,D,20160401,107.54,107.54,107.54,107.54,0,0
2992.N,D,20160404,107.5,107.5,107.5,107.5,0,0
2992.N,D,20160405,107.46,107.46,107.46,107.46,0,0
2992.N,D,20160406,107.44,107.44,107.44,107.44,0,0
2992.N,D,20160407,107.32,107.32,107.32,107.32,0,0
2992.N,D,20160408,107.38,107.38,107.38,107.38,0,0
2992.N,D,20160411,107.43,107.43,107.43,107.43,0,0
2992.N,D,20160412,107.39,107.39,107.39,107.39,0,0
2992.N,D,20160413,107.38,107.38,107.38,107.38,0,0
2992.N,D,20160414,107.32,107.32,107.32,107.32,0,0
2992.N,D,20160415,107.34,107.34,107.34,107.34,0,0
2992.N,D,20160418,107.32,107.32,107.32,107.32,0,0
2992.N,D,20160419,107.4,107.4,107.4,107.4,0,0
2992.N,D,20160420,107.47,107.47,107.47,107.47,0,0
2992.N,D,20160421,107.4,107.4,107.4,107.4,0,0
2992.N,D,20160422,107.26,107.26,107.26,107.26,0,0
2992.N,D,20160425,107.15,107.15,107.15,107.15,0,0
2992.N,D,20160426,107.22,107.22,107.22,107.22,0,0
2992.N,D,20160427,107.3,107.3,107.3,107.3,0,0
2992.N,D,20160428,107.31,107.31,107.31,107.31,0,0
2992.N,D,20160429,107.27,107.27,107.27,107.27,0,0
2992.N,D,20160502,107.21,107.21,107.21,107.21,0,0
2992.N,D,20160504,107.13,107.13,107.13,107.13,0,0
2992.N,D,20160505,107.14,107.14,107.14,107.14,0,0
2992.N,D,20160506,107.32,107.32,107.32,107.32,0,0
2992.N,D,20160509,107.39,107.39,107.39,107.39,0,0
2992.N,D,20160510,107.41,107.41,107.41,107.41,0,0
2992.N,D,20160511,107.44,107.44,107.44,107.44,0,0
2992.N,D,20160512,107.44,107.44,107.44,107.44,0,0
2992.N,D,20160513,107.53,107.53,107.53,107.53,0,0
2992.N,D,20160516,107.59,107.59,107.59,107.59,0,0
