Symbol,Dzieñ,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2644.N,D,19991203,96.09,96.09,96.09,96.09,0,0
2644.N,D,19991206,96.6,96.6,96.6,96.6,0,0
2644.N,D,19991207,97.1,97.1,97.1,97.1,0,0
2644.N,D,19991208,99.35,99.35,99.35,99.35,0,0
2644.N,D,19991209,100.17,100.17,100.17,100.17,0,0
2644.N,D,19991210,101.51,101.51,101.51,101.51,0,0
2644.N,D,19991213,101.01,101.01,101.01,101.01,0,0
2644.N,D,19991214,100.95,100.95,100.95,100.95,0,0
2644.N,D,19991215,100.61,100.61,100.61,100.61,0,0
2644.N,D,19991216,100.45,100.45,100.45,100.45,0,0
2644.N,D,19991217,101.7,101.7,101.7,101.7,0,0
2644.N,D,19991220,103.29,103.29,103.29,103.29,0,0
2644.N,D,19991221,103.26,103.26,103.26,103.26,0,0
2644.N,D,19991222,105.04,105.04,105.04,105.04,0,0
2644.N,D,19991223,106.55,106.55,106.55,106.55,0,0
2644.N,D,19991224,106.55,106.55,106.55,106.55,0,0
2644.N,D,19991227,109.52,109.52,109.52,109.52,0,0
2644.N,D,19991228,108.8,108.8,108.8,108.8,0,0
2644.N,D,19991229,110.27,110.27,110.27,110.27,0,0
2644.N,D,19991230,110.27,110.27,110.27,110.27,0,0
2644.N,D,19991231,110.27,110.27,110.27,110.27,0,0
2644.N,D,20000103,115.71,115.71,115.71,115.71,0,0
2644.N,D,20000104,113.01,113.01,113.01,113.01,0,0
2644.N,D,20000105,109.78,109.78,109.78,109.78,0,0
2644.N,D,20000106,112.78,112.78,112.78,112.78,0,0
2644.N,D,20000107,118.09,118.09,118.09,118.09,0,0
2644.N,D,20000110,123.67,123.67,123.67,123.67,0,0
2644.N,D,20000111,123.88,123.88,123.88,123.88,0,0
2644.N,D,20000112,122.74,122.74,122.74,122.74,0,0
2644.N,D,20000113,125.95,125.95,125.95,125.95,0,0
2644.N,D,20000114,127.16,127.16,127.16,127.16,0,0
2644.N,D,20000117,126.11,126.11,126.11,126.11,0,0
2644.N,D,20000118,125.86,125.86,125.86,125.86,0,0
2644.N,D,20000119,122.9,122.9,122.9,122.9,0,0
2644.N,D,20000120,123.27,123.27,123.27,123.27,0,0
2644.N,D,20000121,123.55,123.55,123.55,123.55,0,0
2644.N,D,20000124,122.8,122.8,122.8,122.8,0,0
2644.N,D,20000125,118.8,118.8,118.8,118.8,0,0
2644.N,D,20000126,119.21,119.21,119.21,119.21,0,0
2644.N,D,20000127,120.49,120.49,120.49,120.49,0,0
2644.N,D,20000128,122.28,122.28,122.28,122.28,0,0
2644.N,D,20000131,121.17,121.17,121.17,121.17,0,0
2644.N,D,20000201,124.64,124.64,124.64,124.64,0,0
2644.N,D,20000202,126.25,126.25,126.25,126.25,0,0
2644.N,D,20000203,132.54,132.54,132.54,132.54,0,0
2644.N,D,20000204,134.54,134.54,134.54,134.54,0,0
2644.N,D,20000207,134.62,134.62,134.62,134.62,0,0
2644.N,D,20000208,136.88,136.88,136.88,136.88,0,0
2644.N,D,20000209,137.67,137.67,137.67,137.67,0,0
2644.N,D,20000210,133.99,133.99,133.99,133.99,0,0
2644.N,D,20000211,132.96,132.96,132.96,132.96,0,0
2644.N,D,20000214,131.64,131.64,131.64,131.64,0,0
2644.N,D,20000215,131.95,131.95,131.95,131.95,0,0
2644.N,D,20000216,133.55,133.55,133.55,133.55,0,0
2644.N,D,20000217,136.11,136.11,136.11,136.11,0,0
2644.N,D,20000218,138.5,138.5,138.5,138.5,0,0
2644.N,D,20000221,136.18,136.18,136.18,136.18,0,0
2644.N,D,20000222,140.21,140.21,140.21,140.21,0,0
2644.N,D,20000223,141,141,141,141,0,0
2644.N,D,20000224,143.06,143.06,143.06,143.06,0,0
2644.N,D,20000225,139.03,139.03,139.03,139.03,0,0
2644.N,D,20000228,134.54,134.54,134.54,134.54,0,0
2644.N,D,20000229,138.15,138.15,138.15,138.15,0,0
2644.N,D,20000301,141.51,141.51,141.51,141.51,0,0
2644.N,D,20000302,141.03,141.03,141.03,141.03,0,0
2644.N,D,20000303,142.12,142.12,142.12,142.12,0,0
2644.N,D,20000306,143.02,143.02,143.02,143.02,0,0
2644.N,D,20000307,141.84,141.84,141.84,141.84,0,0
2644.N,D,20000308,140.31,140.31,140.31,140.31,0,0
2644.N,D,20000309,143.25,143.25,143.25,143.25,0,0
2644.N,D,20000310,146.74,146.74,146.74,146.74,0,0
2644.N,D,20000313,141.12,141.12,141.12,141.12,0,0
2644.N,D,20000314,144.08,144.08,144.08,144.08,0,0
2644.N,D,20000315,141.87,141.87,141.87,141.87,0,0
2644.N,D,20000316,143.47,143.47,143.47,143.47,0,0
2644.N,D,20000317,144.54,144.54,144.54,144.54,0,0
2644.N,D,20000320,143.86,143.86,143.86,143.86,0,0
2644.N,D,20000321,143.35,143.35,143.35,143.35,0,0
2644.N,D,20000322,144.94,144.94,144.94,144.94,0,0
2644.N,D,20000323,145.5,145.5,145.5,145.5,0,0
2644.N,D,20000324,148.27,148.27,148.27,148.27,0,0
2644.N,D,20000327,149.31,149.31,149.31,149.31,0,0
2644.N,D,20000328,149.32,149.32,149.32,149.32,0,0
2644.N,D,20000329,148.49,148.49,148.49,148.49,0,0
2644.N,D,20000330,143.13,143.13,143.13,143.13,0,0
2644.N,D,20000331,142.79,142.79,142.79,142.79,0,0
2644.N,D,20000403,142.37,142.37,142.37,142.37,0,0
2644.N,D,20000404,139.83,139.83,139.83,139.83,0,0
2644.N,D,20000405,137.74,137.74,137.74,137.74,0,0
2644.N,D,20000406,138.93,138.93,138.93,138.93,0,0
2644.N,D,20000407,141.54,141.54,141.54,141.54,0,0
2644.N,D,20000410,143.11,143.11,143.11,143.11,0,0
2644.N,D,20000411,139.03,139.03,139.03,139.03,0,0
2644.N,D,20000412,139.83,139.83,139.83,139.83,0,0
2644.N,D,20000413,138.9,138.9,138.9,138.9,0,0
2644.N,D,20000414,138.41,138.41,138.41,138.41,0,0
2644.N,D,20000417,129.65,129.65,129.65,129.65,0,0
2644.N,D,20000418,133.03,133.03,133.03,133.03,0,0
2644.N,D,20000419,133.4,133.4,133.4,133.4,0,0
2644.N,D,20000420,132.84,132.84,132.84,132.84,0,0
2644.N,D,20000421,132.84,132.84,132.84,132.84,0,0
2644.N,D,20000425,131.88,131.88,131.88,131.88,0,0
2644.N,D,20000426,132.95,132.95,132.95,132.95,0,0
2644.N,D,20000427,133.18,133.18,133.18,133.18,0,0
2644.N,D,20000428,135.57,135.57,135.57,135.57,0,0
2644.N,D,20000502,135.57,135.57,135.57,135.57,0,0
2644.N,D,20000504,135.04,135.04,135.04,135.04,0,0
2644.N,D,20000505,132.84,132.84,132.84,132.84,0,0
2644.N,D,20000508,132.64,132.64,132.64,132.64,0,0
2644.N,D,20000509,132.52,132.52,132.52,132.52,0,0
2644.N,D,20000510,133.93,133.93,133.93,133.93,0,0
2644.N,D,20000511,135.57,135.57,135.57,135.57,0,0
2644.N,D,20000512,138.14,138.14,138.14,138.14,0,0
2644.N,D,20000515,137.61,137.61,137.61,137.61,0,0
2644.N,D,20000516,140.05,140.05,140.05,140.05,0,0
2644.N,D,20000517,139.86,139.86,139.86,139.86,0,0
2644.N,D,20000518,139.72,139.72,139.72,139.72,0,0
2644.N,D,20000519,138.76,138.76,138.76,138.76,0,0
2644.N,D,20000522,136.85,136.85,136.85,136.85,0,0
2644.N,D,20000523,135.45,135.45,135.45,135.45,0,0
2644.N,D,20000524,132.76,132.76,132.76,132.76,0,0
2644.N,D,20000525,133.89,133.89,133.89,133.89,0,0
2644.N,D,20000526,133.18,133.18,133.18,133.18,0,0
2644.N,D,20000529,134.49,134.49,134.49,134.49,0,0
2644.N,D,20000530,136.72,136.72,136.72,136.72,0,0
2644.N,D,20000531,138.2,138.2,138.2,138.2,0,0
2644.N,D,20000601,140.44,140.44,140.44,140.44,0,0
2644.N,D,20000602,141.91,141.91,141.91,141.91,0,0
2644.N,D,20000605,141.77,141.77,141.77,141.77,0,0
2644.N,D,20000606,138.77,138.77,138.77,138.77,0,0
2644.N,D,20000607,138.56,138.56,138.56,138.56,0,0
2644.N,D,20000608,139.55,139.55,139.55,139.55,0,0
2644.N,D,20000609,138.91,138.91,138.91,138.91,0,0
2644.N,D,20000612,138.53,138.53,138.53,138.53,0,0
2644.N,D,20000613,138.02,138.02,138.02,138.02,0,0
2644.N,D,20000614,139.78,139.78,139.78,139.78,0,0
2644.N,D,20000615,140.42,140.42,140.42,140.42,0,0
2644.N,D,20000616,139.98,139.98,139.98,139.98,0,0
2644.N,D,20000619,138.98,138.98,138.98,138.98,0,0
2644.N,D,20000620,140.04,140.04,140.04,140.04,0,0
2644.N,D,20000621,140.04,140.04,140.04,140.04,0,0
2644.N,D,20000623,139.98,139.98,139.98,139.98,0,0
2644.N,D,20000626,141.53,141.53,141.53,141.53,0,0
2644.N,D,20000627,142.52,142.52,142.52,142.52,0,0
2644.N,D,20000628,142.69,142.69,142.69,142.69,0,0
2644.N,D,20000629,140.9,140.9,140.9,140.9,0,0
2644.N,D,20000630,140.24,140.24,140.24,140.24,0,0
2644.N,D,20000703,140.3,140.3,140.3,140.3,0,0
2644.N,D,20000704,141.25,141.25,141.25,141.25,0,0
2644.N,D,20000705,141.04,141.04,141.04,141.04,0,0
2644.N,D,20000706,140.38,140.38,140.38,140.38,0,0
2644.N,D,20000707,140.82,140.82,140.82,140.82,0,0
2644.N,D,20000710,141.23,141.23,141.23,141.23,0,0
2644.N,D,20000711,140.47,140.47,140.47,140.47,0,0
2644.N,D,20000712,140.93,140.93,140.93,140.93,0,0
2644.N,D,20000713,141.02,141.02,141.02,141.02,0,0
2644.N,D,20000714,140.94,140.94,140.94,140.94,0,0
2644.N,D,20000717,141.61,141.61,141.61,141.61,0,0
2644.N,D,20000718,142.14,142.14,142.14,142.14,0,0
2644.N,D,20000719,142.62,142.62,142.62,142.62,0,0
2644.N,D,20000720,142.86,142.86,142.86,142.86,0,0
2644.N,D,20000721,143.26,143.26,143.26,143.26,0,0
2644.N,D,20000724,143.67,143.67,143.67,143.67,0,0
2644.N,D,20000725,142.72,142.72,142.72,142.72,0,0
2644.N,D,20000726,140.96,140.96,140.96,140.96,0,0
2644.N,D,20000727,139.18,139.18,139.18,139.18,0,0
2644.N,D,20000728,138.25,138.25,138.25,138.25,0,0
2644.N,D,20000731,137.73,137.73,137.73,137.73,0,0
2644.N,D,20000801,136.28,136.28,136.28,136.28,0,0
2644.N,D,20000802,137.28,137.28,137.28,137.28,0,0
2644.N,D,20000803,136.59,136.59,136.59,136.59,0,0
2644.N,D,20000804,137.2,137.2,137.2,137.2,0,0
2644.N,D,20000807,136.67,136.67,136.67,136.67,0,0
2644.N,D,20000808,137.18,137.18,137.18,137.18,0,0
2644.N,D,20000809,138.67,138.67,138.67,138.67,0,0
2644.N,D,20000810,138.13,138.13,138.13,138.13,0,0
2644.N,D,20000811,136.36,136.36,136.36,136.36,0,0
2644.N,D,20000814,136.44,136.44,136.44,136.44,0,0
2644.N,D,20000816,137.22,137.22,137.22,137.22,0,0
2644.N,D,20000817,135.18,135.18,135.18,135.18,0,0
2644.N,D,20000818,134.22,134.22,134.22,134.22,0,0
2644.N,D,20000821,133.07,133.07,133.07,133.07,0,0
2644.N,D,20000822,133.04,133.04,133.04,133.04,0,0
2644.N,D,20000823,134,134,134,134,0,0
2644.N,D,20000824,135.19,135.19,135.19,135.19,0,0
2644.N,D,20000825,136.31,136.31,136.31,136.31,0,0
2644.N,D,20000828,135.61,135.61,135.61,135.61,0,0
2644.N,D,20000829,135.32,135.32,135.32,135.32,0,0
2644.N,D,20000830,135.55,135.55,135.55,135.55,0,0
2644.N,D,20000831,136.31,136.31,136.31,136.31,0,0
2644.N,D,20000901,137.77,137.77,137.77,137.77,0,0
2644.N,D,20000904,137.67,137.67,137.67,137.67,0,0
2644.N,D,20000905,137.16,137.16,137.16,137.16,0,0
2644.N,D,20000906,136.57,136.57,136.57,136.57,0,0
2644.N,D,20000907,135.96,135.96,135.96,135.96,0,0
2644.N,D,20000908,135.15,135.15,135.15,135.15,0,0
2644.N,D,20000911,134.03,134.03,134.03,134.03,0,0
2644.N,D,20000912,134.38,134.38,134.38,134.38,0,0
2644.N,D,20000913,134.84,134.84,134.84,134.84,0,0
2644.N,D,20000914,135.59,135.59,135.59,135.59,0,0
2644.N,D,20000915,134.99,134.99,134.99,134.99,0,0
2644.N,D,20000918,134.43,134.43,134.43,134.43,0,0
2644.N,D,20000919,133.81,133.81,133.81,133.81,0,0
2644.N,D,20000920,133.29,133.29,133.29,133.29,0,0
2644.N,D,20000921,131.87,131.87,131.87,131.87,0,0
2644.N,D,20000922,128.4,128.4,128.4,128.4,0,0
2644.N,D,20000925,129.48,129.48,129.48,129.48,0,0
2644.N,D,20000926,127.23,127.23,127.23,127.23,0,0
2644.N,D,20000927,125.8,125.8,125.8,125.8,0,0
2644.N,D,20000928,124.99,124.99,124.99,124.99,0,0
2644.N,D,20000929,125.97,125.97,125.97,125.97,0,0
2644.N,D,20001002,125.82,125.82,125.82,125.82,0,0
2644.N,D,20001003,124.44,124.44,124.44,124.44,0,0
2644.N,D,20001004,123.47,123.47,123.47,123.47,0,0
2644.N,D,20001005,124.65,124.65,124.65,124.65,0,0
2644.N,D,20001006,124.23,124.23,124.23,124.23,0,0
2644.N,D,20001009,122.24,122.24,122.24,122.24,0,0
2644.N,D,20001010,121.62,121.62,121.62,121.62,0,0
2644.N,D,20001011,118.3,118.3,118.3,118.3,0,0
2644.N,D,20001012,117.8,117.8,117.8,117.8,0,0
2644.N,D,20001013,114.18,114.18,114.18,114.18,0,0
2644.N,D,20001016,117.96,117.96,117.96,117.96,0,0
2644.N,D,20001017,119.22,119.22,119.22,119.22,0,0
2644.N,D,20001018,116.66,116.66,116.66,116.66,0,0
2644.N,D,20001019,119.16,119.16,119.16,119.16,0,0
2644.N,D,20001020,121.35,121.35,121.35,121.35,0,0
2644.N,D,20001023,121.51,121.51,121.51,121.51,0,0
2644.N,D,20001024,121.81,121.81,121.81,121.81,0,0
2644.N,D,20001025,121.27,121.27,121.27,121.27,0,0
2644.N,D,20001026,120.18,120.18,120.18,120.18,0,0
2644.N,D,20001027,119.65,119.65,119.65,119.65,0,0
2644.N,D,20001030,118.92,118.92,118.92,118.92,0,0
2644.N,D,20001031,119.66,119.66,119.66,119.66,0,0
2644.N,D,20001102,121.81,121.81,121.81,121.81,0,0
2644.N,D,20001103,123.82,123.82,123.82,123.82,0,0
2644.N,D,20001106,125.95,125.95,125.95,125.95,0,0
2644.N,D,20001107,126.49,126.49,126.49,126.49,0,0
2644.N,D,20001108,126.17,126.17,126.17,126.17,0,0
2644.N,D,20001109,124.31,124.31,124.31,124.31,0,0
2644.N,D,20001110,123.19,123.19,123.19,123.19,0,0
2644.N,D,20001113,120.71,120.71,120.71,120.71,0,0
2644.N,D,20001114,122.47,122.47,122.47,122.47,0,0
2644.N,D,20001115,122.38,122.38,122.38,122.38,0,0
2644.N,D,20001116,122.5,122.5,122.5,122.5,0,0
2644.N,D,20001117,123.61,123.61,123.61,123.61,0,0
2644.N,D,20001120,124.3,124.3,124.3,124.3,0,0
2644.N,D,20001121,124.5,124.5,124.5,124.5,0,0
2644.N,D,20001122,123.28,123.28,123.28,123.28,0,0
2644.N,D,20001123,122.83,122.83,122.83,122.83,0,0
2644.N,D,20001124,125.57,125.57,125.57,125.57,0,0
2644.N,D,20001127,126.6,126.6,126.6,126.6,0,0
2644.N,D,20001128,125.45,125.45,125.45,125.45,0,0
2644.N,D,20001129,124.65,124.65,124.65,124.65,0,0
2644.N,D,20001130,123.29,123.29,123.29,123.29,0,0
2644.N,D,20001201,123.53,123.53,123.53,123.53,0,0
2644.N,D,20001204,122.06,122.06,122.06,122.06,0,0
2644.N,D,20001205,123.95,123.95,123.95,123.95,0,0
2644.N,D,20001206,125.75,125.75,125.75,125.75,0,0
2644.N,D,20001207,125.74,125.74,125.74,125.74,0,0
2644.N,D,20001208,126.7,126.7,126.7,126.7,0,0
2644.N,D,20001211,127.32,127.32,127.32,127.32,0,0
2644.N,D,20001212,128.04,128.04,128.04,128.04,0,0
2644.N,D,20001213,129.45,129.45,129.45,129.45,0,0
2644.N,D,20001214,131.48,131.48,131.48,131.48,0,0
2644.N,D,20001215,130.84,130.84,130.84,130.84,0,0
2644.N,D,20001218,131.84,131.84,131.84,131.84,0,0
2644.N,D,20001219,133.26,133.26,133.26,133.26,0,0
2644.N,D,20001220,130.68,130.68,130.68,130.68,0,0
2644.N,D,20001221,130,130,130,130,0,0
2644.N,D,20001222,132.5,132.5,132.5,132.5,0,0
2644.N,D,20001227,133.37,133.37,133.37,133.37,0,0
2644.N,D,20001228,132.65,132.65,132.65,132.65,0,0
2644.N,D,20001229,132.76,132.76,132.76,132.76,0,0
2644.N,D,20010102,130.96,130.96,130.96,130.96,0,0
2644.N,D,20010103,129.77,129.77,129.77,129.77,0,0
2644.N,D,20010104,131.72,131.72,131.72,131.72,0,0
2644.N,D,20010105,129.74,129.74,129.74,129.74,0,0
2644.N,D,20010108,127.97,127.97,127.97,127.97,0,0
2644.N,D,20010109,128.97,128.97,128.97,128.97,0,0
2644.N,D,20010110,127.51,127.51,127.51,127.51,0,0
2644.N,D,20010111,127.12,127.12,127.12,127.12,0,0
2644.N,D,20010112,128.27,128.27,128.27,128.27,0,0
2644.N,D,20010115,127.52,127.52,127.52,127.52,0,0
2644.N,D,20010116,126.86,126.86,126.86,126.86,0,0
2644.N,D,20010117,127.42,127.42,127.42,127.42,0,0
2644.N,D,20010118,128.01,128.01,128.01,128.01,0,0
2644.N,D,20010119,130.57,130.57,130.57,130.57,0,0
2644.N,D,20010122,129.08,129.08,129.08,129.08,0,0
2644.N,D,20010123,128.53,128.53,128.53,128.53,0,0
2644.N,D,20010124,127.82,127.82,127.82,127.82,0,0
2644.N,D,20010125,128.41,128.41,128.41,128.41,0,0
2644.N,D,20010126,127.96,127.96,127.96,127.96,0,0
2644.N,D,20010129,129.1,129.1,129.1,129.1,0,0
2644.N,D,20010130,129.69,129.69,129.69,129.69,0,0
2644.N,D,20010131,129.79,129.79,129.79,129.79,0,0
2644.N,D,20010201,130.36,130.36,130.36,130.36,0,0
2644.N,D,20010202,130.9,130.9,130.9,130.9,0,0
2644.N,D,20010205,128.01,128.01,128.01,128.01,0,0
2644.N,D,20010206,128.16,128.16,128.16,128.16,0,0
2644.N,D,20010207,125.73,125.73,125.73,125.73,0,0
2644.N,D,20010208,125.46,125.46,125.46,125.46,0,0
2644.N,D,20010209,125.41,125.41,125.41,125.41,0,0
2644.N,D,20010212,124.75,124.75,124.75,124.75,0,0
2644.N,D,20010213,126.38,126.38,126.38,126.38,0,0
2644.N,D,20010214,124.8,124.8,124.8,124.8,0,0
2644.N,D,20010215,126.75,126.75,126.75,126.75,0,0
2644.N,D,20010216,124.38,124.38,124.38,124.38,0,0
2644.N,D,20010219,123.31,123.31,123.31,123.31,0,0
2644.N,D,20010220,122.51,122.51,122.51,122.51,0,0
2644.N,D,20010221,120.84,120.84,120.84,120.84,0,0
2644.N,D,20010222,119.65,119.65,119.65,119.65,0,0
2644.N,D,20010223,119.51,119.51,119.51,119.51,0,0
2644.N,D,20010226,120.76,120.76,120.76,120.76,0,0
2644.N,D,20010227,118.62,118.62,118.62,118.62,0,0
2644.N,D,20010228,117.91,117.91,117.91,117.91,0,0
2644.N,D,20010301,115.2,115.2,115.2,115.2,0,0
2644.N,D,20010302,115.19,115.19,115.19,115.19,0,0
2644.N,D,20010305,116.79,116.79,116.79,116.79,0,0
2644.N,D,20010306,117.66,117.66,117.66,117.66,0,0
2644.N,D,20010307,117.09,117.09,117.09,117.09,0,0
2644.N,D,20010308,115.52,115.52,115.52,115.52,0,0
2644.N,D,20010309,112.65,112.65,112.65,112.65,0,0
2644.N,D,20010312,108.14,108.14,108.14,108.14,0,0
2644.N,D,20010313,108.67,108.67,108.67,108.67,0,0
2644.N,D,20010314,107.21,107.21,107.21,107.21,0,0
2644.N,D,20010315,109.58,109.58,109.58,109.58,0,0
2644.N,D,20010316,109.64,109.64,109.64,109.64,0,0
2644.N,D,20010319,110.33,110.33,110.33,110.33,0,0
2644.N,D,20010320,111.47,111.47,111.47,111.47,0,0
2644.N,D,20010321,110.84,110.84,110.84,110.84,0,0
2644.N,D,20010322,109.86,109.86,109.86,109.86,0,0
2644.N,D,20010323,111.07,111.07,111.07,111.07,0,0
2644.N,D,20010326,111.29,111.29,111.29,111.29,0,0
2644.N,D,20010327,111.16,111.16,111.16,111.16,0,0
2644.N,D,20010328,111.49,111.49,111.49,111.49,0,0
2644.N,D,20010329,110.69,110.69,110.69,110.69,0,0
2644.N,D,20010330,111.28,111.28,111.28,111.28,0,0
2644.N,D,20010402,110.51,110.51,110.51,110.51,0,0
2644.N,D,20010403,109.29,109.29,109.29,109.29,0,0
2644.N,D,20010404,108.5,108.5,108.5,108.5,0,0
2644.N,D,20010405,109.62,109.62,109.62,109.62,0,0
2644.N,D,20010406,110.46,110.46,110.46,110.46,0,0
2644.N,D,20010409,111.22,111.22,111.22,111.22,0,0
2644.N,D,20010410,112.47,112.47,112.47,112.47,0,0
2644.N,D,20010411,113.48,113.48,113.48,113.48,0,0
2644.N,D,20010412,113.02,113.02,113.02,113.02,0,0
2644.N,D,20010413,113.02,113.02,113.02,113.02,0,0
2644.N,D,20010417,111.79,111.79,111.79,111.79,0,0
2644.N,D,20010418,114.63,114.63,114.63,114.63,0,0
2644.N,D,20010419,115.46,115.46,115.46,115.46,0,0
2644.N,D,20010420,115.66,115.66,115.66,115.66,0,0
2644.N,D,20010423,114.69,114.69,114.69,114.69,0,0
2644.N,D,20010424,114.75,114.75,114.75,114.75,0,0
2644.N,D,20010425,115,115,115,115,0,0
2644.N,D,20010426,116.06,116.06,116.06,116.06,0,0
2644.N,D,20010427,115.77,115.77,115.77,115.77,0,0
2644.N,D,20010430,114.78,114.78,114.78,114.78,0,0
2644.N,D,20010502,114.51,114.51,114.51,114.51,0,0
2644.N,D,20010504,113.58,113.58,113.58,113.58,0,0
2644.N,D,20010507,113,113,113,113,0,0
2644.N,D,20010508,111.9,111.9,111.9,111.9,0,0
2644.N,D,20010509,110.46,110.46,110.46,110.46,0,0
2644.N,D,20010510,112.48,112.48,112.48,112.48,0,0
2644.N,D,20010511,113.01,113.01,113.01,113.01,0,0
2644.N,D,20010514,113.54,113.54,113.54,113.54,0,0
2644.N,D,20010515,112.92,112.92,112.92,112.92,0,0
2644.N,D,20010516,111.71,111.71,111.71,111.71,0,0
2644.N,D,20010517,112.56,112.56,112.56,112.56,0,0
2644.N,D,20010518,113.01,113.01,113.01,113.01,0,0
2644.N,D,20010521,115.49,115.49,115.49,115.49,0,0
2644.N,D,20010522,117.2,117.2,117.2,117.2,0,0
2644.N,D,20010523,117.15,117.15,117.15,117.15,0,0
2644.N,D,20010524,117.19,117.19,117.19,117.19,0,0
2644.N,D,20010525,116.45,116.45,116.45,116.45,0,0
2644.N,D,20010528,116.67,116.67,116.67,116.67,0,0
2644.N,D,20010529,116.71,116.71,116.71,116.71,0,0
2644.N,D,20010530,116.28,116.28,116.28,116.28,0,0
2644.N,D,20010531,117.01,117.01,117.01,117.01,0,0
2644.N,D,20010601,116.99,116.99,116.99,116.99,0,0
2644.N,D,20010604,115.81,115.81,115.81,115.81,0,0
2644.N,D,20010605,116.54,116.54,116.54,116.54,0,0
2644.N,D,20010606,115.62,115.62,115.62,115.62,0,0
2644.N,D,20010607,114.03,114.03,114.03,114.03,0,0
2644.N,D,20010608,112.32,112.32,112.32,112.32,0,0
2644.N,D,20010611,110.75,110.75,110.75,110.75,0,0
2644.N,D,20010612,110.76,110.76,110.76,110.76,0,0
2644.N,D,20010613,110.94,110.94,110.94,110.94,0,0
2644.N,D,20010615,109.07,109.07,109.07,109.07,0,0
2644.N,D,20010618,107.85,107.85,107.85,107.85,0,0
2644.N,D,20010619,107.7,107.7,107.7,107.7,0,0
2644.N,D,20010620,105.98,105.98,105.98,105.98,0,0
2644.N,D,20010621,107.63,107.63,107.63,107.63,0,0
2644.N,D,20010622,107.8,107.8,107.8,107.8,0,0
2644.N,D,20010625,108.72,108.72,108.72,108.72,0,0
2644.N,D,20010626,107.05,107.05,107.05,107.05,0,0
2644.N,D,20010627,106.29,106.29,106.29,106.29,0,0
2644.N,D,20010628,106.25,106.25,106.25,106.25,0,0
2644.N,D,20010629,105.72,105.72,105.72,105.72,0,0
2644.N,D,20010702,105.25,105.25,105.25,105.25,0,0
2644.N,D,20010703,103.76,103.76,103.76,103.76,0,0
2644.N,D,20010704,103.62,103.62,103.62,103.62,0,0
2644.N,D,20010705,104.44,104.44,104.44,104.44,0,0
2644.N,D,20010706,105.92,105.92,105.92,105.92,0,0
2644.N,D,20010709,104.52,104.52,104.52,104.52,0,0
2644.N,D,20010710,102.6,102.6,102.6,102.6,0,0
2644.N,D,20010711,101.85,101.85,101.85,101.85,0,0
2644.N,D,20010712,104.1,104.1,104.1,104.1,0,0
2644.N,D,20010713,104,104,104,104,0,0
2644.N,D,20010716,105.37,105.37,105.37,105.37,0,0
2644.N,D,20010717,104.28,104.28,104.28,104.28,0,0
2644.N,D,20010718,104.6,104.6,104.6,104.6,0,0
2644.N,D,20010719,104.41,104.41,104.41,104.41,0,0
2644.N,D,20010720,101.97,101.97,101.97,101.97,0,0
2644.N,D,20010723,102.07,102.07,102.07,102.07,0,0
2644.N,D,20010724,99.9,99.9,99.9,99.9,0,0
2644.N,D,20010725,99.39,99.39,99.39,99.39,0,0
2644.N,D,20010726,101.21,101.21,101.21,101.21,0,0
2644.N,D,20010727,102.69,102.69,102.69,102.69,0,0
2644.N,D,20010730,102.71,102.71,102.71,102.71,0,0
2644.N,D,20010731,101.25,101.25,101.25,101.25,0,0
2644.N,D,20010801,101.35,101.35,101.35,101.35,0,0
2644.N,D,20010802,101.67,101.67,101.67,101.67,0,0
2644.N,D,20010803,101.16,101.16,101.16,101.16,0,0
2644.N,D,20010806,101.08,101.08,101.08,101.08,0,0
2644.N,D,20010807,100.62,100.62,100.62,100.62,0,0
2644.N,D,20010808,99.4,99.4,99.4,99.4,0,0
2644.N,D,20010809,97.62,97.62,97.62,97.62,0,0
2644.N,D,20010810,97.68,97.68,97.68,97.68,0,0
2644.N,D,20010813,96.29,96.29,96.29,96.29,0,0
2644.N,D,20010814,97.18,97.18,97.18,97.18,0,0
2644.N,D,20010816,95.01,95.01,95.01,95.01,0,0
2644.N,D,20010817,93.82,93.82,93.82,93.82,0,0
2644.N,D,20010820,95.63,95.63,95.63,95.63,0,0
2644.N,D,20010821,96.55,96.55,96.55,96.55,0,0
2644.N,D,20010822,97.28,97.28,97.28,97.28,0,0
2644.N,D,20010823,97.1,97.1,97.1,97.1,0,0
2644.N,D,20010824,98.56,98.56,98.56,98.56,0,0
2644.N,D,20010827,97.99,97.99,97.99,97.99,0,0
2644.N,D,20010828,97.79,97.79,97.79,97.79,0,0
2644.N,D,20010829,98.25,98.25,98.25,98.25,0,0
2644.N,D,20010830,98.73,98.73,98.73,98.73,0,0
2644.N,D,20010831,99.2,99.2,99.2,99.2,0,0
2644.N,D,20010903,99.73,99.73,99.73,99.73,0,0
2644.N,D,20010904,99.79,99.79,99.79,99.79,0,0
2644.N,D,20010905,100.6,100.6,100.6,100.6,0,0
2644.N,D,20010906,101.76,101.76,101.76,101.76,0,0
2644.N,D,20010907,100.6,100.6,100.6,100.6,0,0
2644.N,D,20010910,99.48,99.48,99.48,99.48,0,0
2644.N,D,20010911,98.18,98.18,98.18,98.18,0,0
2644.N,D,20010912,97.72,97.72,97.72,97.72,0,0
2644.N,D,20010913,97.91,97.91,97.91,97.91,0,0
