Symbol,Dzien,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2840.N,D,19990916,108.7,108.7,108.7,108.7,0,0
2840.N,D,19990917,109.75,109.75,109.75,109.75,0,0
2840.N,D,19990920,110.41,110.41,110.41,110.41,0,0
2840.N,D,19990921,107.31,107.31,107.31,107.31,0,0
2840.N,D,19990922,105.82,105.82,105.82,105.82,0,0
2840.N,D,19990923,105.08,105.08,105.08,105.08,0,0
2840.N,D,19990924,103.7,103.7,103.7,103.7,0,0
2840.N,D,19990927,102.78,102.78,102.78,102.78,0,0
2840.N,D,19990928,103.71,103.71,103.71,103.71,0,0
2840.N,D,19990929,102.79,102.79,102.79,102.79,0,0
2840.N,D,19990930,101.85,101.85,101.85,101.85,0,0
2840.N,D,19991001,102.54,102.54,102.54,102.54,0,0
2840.N,D,19991004,102.63,102.63,102.63,102.63,0,0
2840.N,D,19991005,104.04,104.04,104.04,104.04,0,0
2840.N,D,19991006,104.26,104.26,104.26,104.26,0,0
2840.N,D,19991007,105.45,105.45,105.45,105.45,0,0
2840.N,D,19991008,104.83,104.83,104.83,104.83,0,0
2840.N,D,19991011,104.83,104.83,104.83,104.83,0,0
2840.N,D,19991012,105,105,105,105,0,0
2840.N,D,19991013,103.87,103.87,103.87,103.87,0,0
2840.N,D,19991014,102.22,102.22,102.22,102.22,0,0
2840.N,D,19991015,102.53,102.53,102.53,102.53,0,0
2840.N,D,19991018,100.99,100.99,100.99,100.99,0,0
2840.N,D,19991019,101.16,101.16,101.16,101.16,0,0
2840.N,D,19991020,103.33,103.33,103.33,103.33,0,0
2840.N,D,19991021,105.84,105.84,105.84,105.84,0,0
2840.N,D,19991022,105.74,105.74,105.74,105.74,0,0
2840.N,D,19991025,105.94,105.94,105.94,105.94,0,0
2840.N,D,19991026,104.58,104.58,104.58,104.58,0,0
2840.N,D,19991027,104,104,104,104,0,0
2840.N,D,19991028,104.2,104.2,104.2,104.2,0,0
2840.N,D,19991029,106.1,106.1,106.1,106.1,0,0
2840.N,D,19991102,106.11,106.11,106.11,106.11,0,0
2840.N,D,19991103,105.97,105.97,105.97,105.97,0,0
2840.N,D,19991104,106.28,106.28,106.28,106.28,0,0
2840.N,D,19991105,102.78,102.78,102.78,102.78,0,0
2840.N,D,19991108,101.72,101.72,101.72,101.72,0,0
2840.N,D,19991109,102.2,102.2,102.2,102.2,0,0
2840.N,D,19991110,102.28,102.28,102.28,102.28,0,0
2840.N,D,19991112,102.28,102.28,102.28,102.28,0,0
2840.N,D,19991115,102.48,102.48,102.48,102.48,0,0
2840.N,D,19991116,103.69,103.69,103.69,103.69,0,0
2840.N,D,19991117,105.05,105.05,105.05,105.05,0,0
2840.N,D,19991118,105.06,105.06,105.06,105.06,0,0
2840.N,D,19991119,108.64,108.64,108.64,108.64,0,0
2840.N,D,19991122,111.01,111.01,111.01,111.01,0,0
2840.N,D,19991123,110.22,110.22,110.22,110.22,0,0
2840.N,D,19991124,109.2,109.2,109.2,109.2,0,0
2840.N,D,19991125,111.21,111.21,111.21,111.21,0,0
2840.N,D,19991126,113.57,113.57,113.57,113.57,0,0
2840.N,D,19991129,110.77,110.77,110.77,110.77,0,0
2840.N,D,19991130,110.64,110.64,110.64,110.64,0,0
2840.N,D,19991201,113.15,113.15,113.15,113.15,0,0
2840.N,D,19991202,114.41,114.41,114.41,114.41,0,0
2840.N,D,19991203,112.77,112.77,112.77,112.77,0,0
2840.N,D,19991206,113.62,113.62,113.62,113.62,0,0
2840.N,D,19991207,113.72,113.72,113.72,113.72,0,0
2840.N,D,19991208,115.94,115.94,115.94,115.94,0,0
2840.N,D,19991209,117.74,117.74,117.74,117.74,0,0
2840.N,D,19991210,119.37,119.37,119.37,119.37,0,0
2840.N,D,19991213,118.42,118.42,118.42,118.42,0,0
2840.N,D,19991214,118.31,118.31,118.31,118.31,0,0
2840.N,D,19991215,118.24,118.24,118.24,118.24,0,0
2840.N,D,19991216,117.24,117.24,117.24,117.24,0,0
2840.N,D,19991217,119.26,119.26,119.26,119.26,0,0
2840.N,D,19991220,120.87,120.87,120.87,120.87,0,0
2840.N,D,19991221,120.99,120.99,120.99,120.99,0,0
2840.N,D,19991222,122.63,122.63,122.63,122.63,0,0
2840.N,D,19991223,124.24,124.24,124.24,124.24,0,0
2840.N,D,19991224,124.24,124.24,124.24,124.24,0,0
2840.N,D,19991227,128.03,128.03,128.03,128.03,0,0
2840.N,D,19991228,127.51,127.51,127.51,127.51,0,0
2840.N,D,19991229,125.94,125.94,125.94,125.94,0,0
2840.N,D,19991230,125.94,125.94,125.94,125.94,0,0
2840.N,D,19991231,125.94,125.94,125.94,125.94,0,0
2840.N,D,20000103,132.38,132.38,132.38,132.38,0,0
2840.N,D,20000104,129.75,129.75,129.75,129.75,0,0
2840.N,D,20000105,124.32,124.32,124.32,124.32,0,0
2840.N,D,20000106,126.84,126.84,126.84,126.84,0,0
2840.N,D,20000107,132.44,132.44,132.44,132.44,0,0
2840.N,D,20000110,139.06,139.06,139.06,139.06,0,0
2840.N,D,20000111,139.28,139.28,139.28,139.28,0,0
2840.N,D,20000112,136.86,136.86,136.86,136.86,0,0
2840.N,D,20000113,139.29,139.29,139.29,139.29,0,0
2840.N,D,20000114,142.9,142.9,142.9,142.9,0,0
2840.N,D,20000117,140.19,140.19,140.19,140.19,0,0
2840.N,D,20000118,141.77,141.77,141.77,141.77,0,0
2840.N,D,20000119,137.21,137.21,137.21,137.21,0,0
2840.N,D,20000120,139.15,139.15,139.15,139.15,0,0
2840.N,D,20000121,138.7,138.7,138.7,138.7,0,0
2840.N,D,20000124,139.77,139.77,139.77,139.77,0,0
2840.N,D,20000125,134.82,134.82,134.82,134.82,0,0
2840.N,D,20000126,134.76,134.76,134.76,134.76,0,0
2840.N,D,20000127,135.45,135.45,135.45,135.45,0,0
2840.N,D,20000128,137.16,137.16,137.16,137.16,0,0
2840.N,D,20000131,134.79,134.79,134.79,134.79,0,0
2840.N,D,20000201,137.21,137.21,137.21,137.21,0,0
2840.N,D,20000202,137.43,137.43,137.43,137.43,0,0
2840.N,D,20000203,140.85,140.85,140.85,140.85,0,0
2840.N,D,20000204,148.51,148.51,148.51,148.51,0,0
2840.N,D,20000207,147.02,147.02,147.02,147.02,0,0
2840.N,D,20000208,148.72,148.72,148.72,148.72,0,0
2840.N,D,20000209,152.97,152.97,152.97,152.97,0,0
2840.N,D,20000210,146.66,146.66,146.66,146.66,0,0
2840.N,D,20000211,148.87,148.87,148.87,148.87,0,0
2840.N,D,20000214,143.62,143.62,143.62,143.62,0,0
2840.N,D,20000215,147.81,147.81,147.81,147.81,0,0
2840.N,D,20000216,149.19,149.19,149.19,149.19,0,0
2840.N,D,20000217,147.27,147.27,147.27,147.27,0,0
2840.N,D,20000218,151.96,151.96,151.96,151.96,0,0
2840.N,D,20000221,147.82,147.82,147.82,147.82,0,0
2840.N,D,20000222,151.3,151.3,151.3,151.3,0,0
2840.N,D,20000223,155.68,155.68,155.68,155.68,0,0
2840.N,D,20000224,157.1,157.1,157.1,157.1,0,0
2840.N,D,20000225,157.62,157.62,157.62,157.62,0,0
2840.N,D,20000228,149.29,149.29,149.29,149.29,0,0
2840.N,D,20000229,150.36,150.36,150.36,150.36,0,0
2840.N,D,20000301,152.63,152.63,152.63,152.63,0,0
2840.N,D,20000302,153.07,153.07,153.07,153.07,0,0
2840.N,D,20000303,151.29,151.29,151.29,151.29,0,0
2840.N,D,20000306,154.87,154.87,154.87,154.87,0,0
2840.N,D,20000307,150.93,150.93,150.93,150.93,0,0
2840.N,D,20000308,148.97,148.97,148.97,148.97,0,0
2840.N,D,20000309,153.86,153.86,153.86,153.86,0,0
2840.N,D,20000310,158.41,158.41,158.41,158.41,0,0
2840.N,D,20000313,151.85,151.85,151.85,151.85,0,0
2840.N,D,20000314,156.45,156.45,156.45,156.45,0,0
2840.N,D,20000315,152.89,152.89,152.89,152.89,0,0
2840.N,D,20000316,154.24,154.24,154.24,154.24,0,0
2840.N,D,20000317,155.13,155.13,155.13,155.13,0,0
2840.N,D,20000320,154.48,154.48,154.48,154.48,0,0
2840.N,D,20000321,152.24,152.24,152.24,152.24,0,0
2840.N,D,20000322,154.25,154.25,154.25,154.25,0,0
2840.N,D,20000323,154.77,154.77,154.77,154.77,0,0
2840.N,D,20000324,157.73,157.73,157.73,157.73,0,0
2840.N,D,20000327,158.53,158.53,158.53,158.53,0,0
2840.N,D,20000328,158.38,158.38,158.38,158.38,0,0
2840.N,D,20000329,155.99,155.99,155.99,155.99,0,0
2840.N,D,20000330,147.86,147.86,147.86,147.86,0,0
2840.N,D,20000331,147.7,147.7,147.7,147.7,0,0
2840.N,D,20000403,146.17,146.17,146.17,146.17,0,0
2840.N,D,20000404,143.46,143.46,143.46,143.46,0,0
2840.N,D,20000405,140.45,140.45,140.45,140.45,0,0
2840.N,D,20000406,142.34,142.34,142.34,142.34,0,0
2840.N,D,20000407,146.42,146.42,146.42,146.42,0,0
2840.N,D,20000410,146.37,146.37,146.37,146.37,0,0
2840.N,D,20000411,140.95,140.95,140.95,140.95,0,0
2840.N,D,20000412,142.45,142.45,142.45,142.45,0,0
2840.N,D,20000413,141.02,141.02,141.02,141.02,0,0
2840.N,D,20000414,140.62,140.62,140.62,140.62,0,0
2840.N,D,20000417,130.5,130.5,130.5,130.5,0,0
2840.N,D,20000418,133.71,133.71,133.71,133.71,0,0
2840.N,D,20000419,133.28,133.28,133.28,133.28,0,0
2840.N,D,20000420,131.61,131.61,131.61,131.61,0,0
2840.N,D,20000421,131.61,131.61,131.61,131.61,0,0
2840.N,D,20000425,129.5,129.5,129.5,129.5,0,0
2840.N,D,20000426,130.32,130.32,130.32,130.32,0,0
2840.N,D,20000427,129.53,129.53,129.53,129.53,0,0
2840.N,D,20000428,133.15,133.15,133.15,133.15,0,0
2840.N,D,20000502,133.15,133.15,133.15,133.15,0,0
2840.N,D,20000504,131.72,131.72,131.72,131.72,0,0
2840.N,D,20000505,129.86,129.86,129.86,129.86,0,0
2840.N,D,20000508,128.41,128.41,128.41,128.41,0,0
2840.N,D,20000509,128.21,128.21,128.21,128.21,0,0
2840.N,D,20000510,130.47,130.47,130.47,130.47,0,0
2840.N,D,20000511,134.02,134.02,134.02,134.02,0,0
2840.N,D,20000512,137.04,137.04,137.04,137.04,0,0
2840.N,D,20000515,135.04,135.04,135.04,135.04,0,0
2840.N,D,20000516,138.82,138.82,138.82,138.82,0,0
2840.N,D,20000517,136.48,136.48,136.48,136.48,0,0
2840.N,D,20000518,136.32,136.32,136.32,136.32,0,0
2840.N,D,20000519,133.69,133.69,133.69,133.69,0,0
2840.N,D,20000522,131,131,131,131,0,0
2840.N,D,20000523,129.17,129.17,129.17,129.17,0,0
2840.N,D,20000524,124.85,124.85,124.85,124.85,0,0
2840.N,D,20000525,126.32,126.32,126.32,126.32,0,0
2840.N,D,20000526,125.12,125.12,125.12,125.12,0,0
2840.N,D,20000529,128.41,128.41,128.41,128.41,0,0
2840.N,D,20000530,130.57,130.57,130.57,130.57,0,0
2840.N,D,20000531,132.62,132.62,132.62,132.62,0,0
2840.N,D,20000601,137.18,137.18,137.18,137.18,0,0
2840.N,D,20000602,138.67,138.67,138.67,138.67,0,0
2840.N,D,20000605,138.09,138.09,138.09,138.09,0,0
2840.N,D,20000606,134.02,134.02,134.02,134.02,0,0
2840.N,D,20000607,134.92,134.92,134.92,134.92,0,0
2840.N,D,20000608,136.29,136.29,136.29,136.29,0,0
2840.N,D,20000609,135.74,135.74,135.74,135.74,0,0
2840.N,D,20000612,134.57,134.57,134.57,134.57,0,0
2840.N,D,20000613,133.27,133.27,133.27,133.27,0,0
2840.N,D,20000614,135.32,135.32,135.32,135.32,0,0
2840.N,D,20000615,135.32,135.32,135.32,135.32,0,0
2840.N,D,20000616,135.08,135.08,135.08,135.08,0,0
2840.N,D,20000619,133.75,133.75,133.75,133.75,0,0
2840.N,D,20000620,135.58,135.58,135.58,135.58,0,0
2840.N,D,20000621,135.53,135.53,135.53,135.53,0,0
2840.N,D,20000623,135.6,135.6,135.6,135.6,0,0
2840.N,D,20000626,137.43,137.43,137.43,137.43,0,0
2840.N,D,20000627,138.28,138.28,138.28,138.28,0,0
2840.N,D,20000628,138.42,138.42,138.42,138.42,0,0
2840.N,D,20000629,136.85,136.85,136.85,136.85,0,0
2840.N,D,20000630,135.36,135.36,135.36,135.36,0,0
2840.N,D,20000703,135.55,135.55,135.55,135.55,0,0
2840.N,D,20000704,135.87,135.87,135.87,135.87,0,0
2840.N,D,20000705,135.45,135.45,135.45,135.45,0,0
2840.N,D,20000706,134.11,134.11,134.11,134.11,0,0
2840.N,D,20000707,133.96,133.96,133.96,133.96,0,0
2840.N,D,20000710,133.92,133.92,133.92,133.92,0,0
2840.N,D,20000711,132.91,132.91,132.91,132.91,0,0
2840.N,D,20000712,133.74,133.74,133.74,133.74,0,0
2840.N,D,20000713,134.48,134.48,134.48,134.48,0,0
2840.N,D,20000714,134.78,134.78,134.78,134.78,0,0
2840.N,D,20000717,135.7,135.7,135.7,135.7,0,0
2840.N,D,20000718,136.42,136.42,136.42,136.42,0,0
2840.N,D,20000719,137.33,137.33,137.33,137.33,0,0
2840.N,D,20000720,137.62,137.62,137.62,137.62,0,0
2840.N,D,20000721,137.56,137.56,137.56,137.56,0,0
2840.N,D,20000724,137.26,137.26,137.26,137.26,0,0
2840.N,D,20000725,136.25,136.25,136.25,136.25,0,0
2840.N,D,20000726,133.96,133.96,133.96,133.96,0,0
2840.N,D,20000727,131.51,131.51,131.51,131.51,0,0
2840.N,D,20000728,130.12,130.12,130.12,130.12,0,0
2840.N,D,20000731,128.45,128.45,128.45,128.45,0,0
2840.N,D,20000801,126.44,126.44,126.44,126.44,0,0
2840.N,D,20000802,128.01,128.01,128.01,128.01,0,0
2840.N,D,20000803,126.42,126.42,126.42,126.42,0,0
2840.N,D,20000804,127.91,127.91,127.91,127.91,0,0
2840.N,D,20000807,127.43,127.43,127.43,127.43,0,0
2840.N,D,20000808,128.15,128.15,128.15,128.15,0,0
2840.N,D,20000809,130.61,130.61,130.61,130.61,0,0
2840.N,D,20000810,129.33,129.33,129.33,129.33,0,0
2840.N,D,20000811,127.33,127.33,127.33,127.33,0,0
2840.N,D,20000814,127.33,127.33,127.33,127.33,0,0
2840.N,D,20000816,128.39,128.39,128.39,128.39,0,0
2840.N,D,20000817,125.86,125.86,125.86,125.86,0,0
2840.N,D,20000818,125.25,125.25,125.25,125.25,0,0
2840.N,D,20000821,124.01,124.01,124.01,124.01,0,0
2840.N,D,20000822,124.3,124.3,124.3,124.3,0,0
2840.N,D,20000823,124.53,124.53,124.53,124.53,0,0
2840.N,D,20000824,125.85,125.85,125.85,125.85,0,0
2840.N,D,20000825,127.26,127.26,127.26,127.26,0,0
2840.N,D,20000828,126.26,126.26,126.26,126.26,0,0
2840.N,D,20000829,125.94,125.94,125.94,125.94,0,0
2840.N,D,20000830,126.4,126.4,126.4,126.4,0,0
2840.N,D,20000831,127.61,127.61,127.61,127.61,0,0
2840.N,D,20000901,130.33,130.33,130.33,130.33,0,0
2840.N,D,20000904,130.02,130.02,130.02,130.02,0,0
2840.N,D,20000905,128.96,128.96,128.96,128.96,0,0
2840.N,D,20000906,128.22,128.22,128.22,128.22,0,0
2840.N,D,20000907,127.55,127.55,127.55,127.55,0,0
2840.N,D,20000908,127.32,127.32,127.32,127.32,0,0
2840.N,D,20000911,126.06,126.06,126.06,126.06,0,0
2840.N,D,20000912,126.7,126.7,126.7,126.7,0,0
2840.N,D,20000913,127.02,127.02,127.02,127.02,0,0
2840.N,D,20000914,127.68,127.68,127.68,127.68,0,0
2840.N,D,20000915,127.27,127.27,127.27,127.27,0,0
2840.N,D,20000918,126.36,126.36,126.36,126.36,0,0
2840.N,D,20000919,126.01,126.01,126.01,126.01,0,0
2840.N,D,20000920,125.66,125.66,125.66,125.66,0,0
2840.N,D,20000921,123.56,123.56,123.56,123.56,0,0
2840.N,D,20000922,119.99,119.99,119.99,119.99,0,0
2840.N,D,20000925,121.59,121.59,121.59,121.59,0,0
2840.N,D,20000926,119.59,119.59,119.59,119.59,0,0
2840.N,D,20000927,118.77,118.77,118.77,118.77,0,0
2840.N,D,20000928,117.58,117.58,117.58,117.58,0,0
2840.N,D,20000929,118.5,118.5,118.5,118.5,0,0
2840.N,D,20001002,118.82,118.82,118.82,118.82,0,0
2840.N,D,20001003,117.47,117.47,117.47,117.47,0,0
2840.N,D,20001004,116.28,116.28,116.28,116.28,0,0
2840.N,D,20001005,117.31,117.31,117.31,117.31,0,0
2840.N,D,20001006,117.08,117.08,117.08,117.08,0,0
