Symbol,Dzien,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2840.N,D,20030605,119.83,119.83,119.83,119.83,0,0
2840.N,D,20030606,119.83,119.83,119.83,119.83,0,0
2840.N,D,20030609,120.63,120.63,120.63,120.63,0,0
2840.N,D,20030610,119.86,119.86,119.86,119.86,0,0
2840.N,D,20030611,119.35,119.35,119.35,119.35,0,0
2840.N,D,20030612,119.74,119.74,119.74,119.74,0,0
2840.N,D,20030613,120.51,120.51,120.51,120.51,0,0
2840.N,D,20030616,120.52,120.52,120.52,120.52,0,0
2840.N,D,20030617,120.76,120.76,120.76,120.76,0,0
2840.N,D,20030618,121.36,121.36,121.36,121.36,0,0
2840.N,D,20030620,122.17,122.17,122.17,122.17,0,0
2840.N,D,20030623,122.54,122.54,122.54,122.54,0,0
2840.N,D,20030624,122.27,122.27,122.27,122.27,0,0
2840.N,D,20030625,121.74,121.74,121.74,121.74,0,0
2840.N,D,20030626,122.8,122.8,122.8,122.8,0,0
2840.N,D,20030627,123.09,123.09,123.09,123.09,0,0
2840.N,D,20030630,122.88,122.88,122.88,122.88,0,0
2840.N,D,20030701,123.14,123.14,123.14,123.14,0,0
2840.N,D,20030702,122.01,122.01,122.01,122.01,0,0
2840.N,D,20030703,122.7,122.7,122.7,122.7,0,0
2840.N,D,20030704,123.49,123.49,123.49,123.49,0,0
2840.N,D,20030707,124.78,124.78,124.78,124.78,0,0
2840.N,D,20030708,127.21,127.21,127.21,127.21,0,0
2840.N,D,20030709,126.85,126.85,126.85,126.85,0,0
2840.N,D,20030710,127.6,127.6,127.6,127.6,0,0
2840.N,D,20030711,128.22,128.22,128.22,128.22,0,0
2840.N,D,20030714,128.44,128.44,128.44,128.44,0,0
2840.N,D,20030715,130,130,130,130,0,0
2840.N,D,20030716,130.02,130.02,130.02,130.02,0,0
2840.N,D,20030717,129.61,129.61,129.61,129.61,0,0
2840.N,D,20030718,129.99,129.99,129.99,129.99,0,0
2840.N,D,20030721,131.24,131.24,131.24,131.24,0,0
2840.N,D,20030722,131.81,131.81,131.81,131.81,0,0
2840.N,D,20030723,131.2,131.2,131.2,131.2,0,0
2840.N,D,20030724,129.7,129.7,129.7,129.7,0,0
2840.N,D,20030725,129.72,129.72,129.72,129.72,0,0
2840.N,D,20030728,130.26,130.26,130.26,130.26,0,0
2840.N,D,20030729,132.24,132.24,132.24,132.24,0,0
2840.N,D,20030730,132.69,132.69,132.69,132.69,0,0
2840.N,D,20030731,131.94,131.94,131.94,131.94,0,0
2840.N,D,20030801,132.48,132.48,132.48,132.48,0,0
2840.N,D,20030804,132.27,132.27,132.27,132.27,0,0
2840.N,D,20030805,131.13,131.13,131.13,131.13,0,0
2840.N,D,20030806,131.78,131.78,131.78,131.78,0,0
2840.N,D,20030807,131.46,131.46,131.46,131.46,0,0
2840.N,D,20030808,134.18,134.18,134.18,134.18,0,0
2840.N,D,20030811,134.08,134.08,134.08,134.08,0,0
2840.N,D,20030812,135.85,135.85,135.85,135.85,0,0
2840.N,D,20030813,138.37,138.37,138.37,138.37,0,0
2840.N,D,20030814,137.76,137.76,137.76,137.76,0,0
2840.N,D,20030818,139.9,139.9,139.9,139.9,0,0
2840.N,D,20030819,140.91,140.91,140.91,140.91,0,0
2840.N,D,20030820,140.33,140.33,140.33,140.33,0,0
2840.N,D,20030821,139.97,139.97,139.97,139.97,0,0
2840.N,D,20030822,142.4,142.4,142.4,142.4,0,0
2840.N,D,20030825,145.49,145.49,145.49,145.49,0,0
2840.N,D,20030826,145.6,145.6,145.6,145.6,0,0
2840.N,D,20030827,147.63,147.63,147.63,147.63,0,0
2840.N,D,20030828,147.3,147.3,147.3,147.3,0,0
2840.N,D,20030829,147.02,147.02,147.02,147.02,0,0
2840.N,D,20030901,149.22,149.22,149.22,149.22,0,0
2840.N,D,20030902,153.02,153.02,153.02,153.02,0,0
2840.N,D,20030903,152.33,152.33,152.33,152.33,0,0
2840.N,D,20030904,151.27,151.27,151.27,151.27,0,0
2840.N,D,20030905,148.61,148.61,148.61,148.61,0,0
2840.N,D,20030908,146.06,146.06,146.06,146.06,0,0
2840.N,D,20030909,145.87,145.87,145.87,145.87,0,0
2840.N,D,20030910,144.06,144.06,144.06,144.06,0,0
2840.N,D,20030911,141.04,141.04,141.04,141.04,0,0
2840.N,D,20030912,141.93,141.93,141.93,141.93,0,0
2840.N,D,20030915,140.3,140.3,140.3,140.3,0,0
2840.N,D,20030916,140.02,140.02,140.02,140.02,0,0
2840.N,D,20030917,142.55,142.55,142.55,142.55,0,0
2840.N,D,20030918,142.05,142.05,142.05,142.05,0,0
2840.N,D,20030919,141.81,141.81,141.81,141.81,0,0
2840.N,D,20030922,142.22,142.22,142.22,142.22,0,0
2840.N,D,20030923,139.75,139.75,139.75,139.75,0,0
2840.N,D,20030924,140.1,140.1,140.1,140.1,0,0
2840.N,D,20030925,140.34,140.34,140.34,140.34,0,0
2840.N,D,20030926,140.05,140.05,140.05,140.05,0,0
2840.N,D,20030929,141.05,141.05,141.05,141.05,0,0
2840.N,D,20030930,139.59,139.59,139.59,139.59,0,0
2840.N,D,20031001,136.99,136.99,136.99,136.99,0,0
2840.N,D,20031002,136.79,136.79,136.79,136.79,0,0
2840.N,D,20031003,138.33,138.33,138.33,138.33,0,0
2840.N,D,20031006,139.88,139.88,139.88,139.88,0,0
2840.N,D,20031007,142.71,142.71,142.71,142.71,0,0
2840.N,D,20031008,142.47,142.47,142.47,142.47,0,0
2840.N,D,20031009,144.05,144.05,144.05,144.05,0,0
2840.N,D,20031010,144.82,144.82,144.82,144.82,0,0
2840.N,D,20031013,144.64,144.64,144.64,144.64,0,0
2840.N,D,20031014,144.42,144.42,144.42,144.42,0,0
2840.N,D,20031015,145.85,145.85,145.85,145.85,0,0
2840.N,D,20031016,147.15,147.15,147.15,147.15,0,0
2840.N,D,20031017,145.22,145.22,145.22,145.22,0,0
2840.N,D,20031020,144.23,144.23,144.23,144.23,0,0
2840.N,D,20031021,143.77,143.77,143.77,143.77,0,0
2840.N,D,20031022,142.15,142.15,142.15,142.15,0,0
2840.N,D,20031023,140.89,140.89,140.89,140.89,0,0
2840.N,D,20031024,140.84,140.84,140.84,140.84,0,0
2840.N,D,20031027,140.34,140.34,140.34,140.34,0,0
2840.N,D,20031028,139.13,139.13,139.13,139.13,0,0
2840.N,D,20031029,141.91,141.91,141.91,141.91,0,0
2840.N,D,20031030,141.7,141.7,141.7,141.7,0,0
2840.N,D,20031031,142.86,142.86,142.86,142.86,0,0
2840.N,D,20031103,142.48,142.48,142.48,142.48,0,0
2840.N,D,20031104,142.93,142.93,142.93,142.93,0,0
2840.N,D,20031105,141.53,141.53,141.53,141.53,0,0
2840.N,D,20031106,141.39,141.39,141.39,141.39,0,0
2840.N,D,20031107,142.47,142.47,142.47,142.47,0,0
2840.N,D,20031110,142.12,142.12,142.12,142.12,0,0
2840.N,D,20031112,142.98,142.98,142.98,142.98,0,0
2840.N,D,20031113,141.44,141.44,141.44,141.44,0,0
2840.N,D,20031114,141.55,141.55,141.55,141.55,0,0
2840.N,D,20031117,141.63,141.63,141.63,141.63,0,0
2840.N,D,20031118,139.19,139.19,139.19,139.19,0,0
2840.N,D,20031119,138.23,138.23,138.23,138.23,0,0
2840.N,D,20031120,136.68,136.68,136.68,136.68,0,0
2840.N,D,20031121,134.31,134.31,134.31,134.31,0,0
2840.N,D,20031124,135.86,135.86,135.86,135.86,0,0
2840.N,D,20031125,136.82,136.82,136.82,136.82,0,0
2840.N,D,20031126,135.52,135.52,135.52,135.52,0,0
2840.N,D,20031127,135.67,135.67,135.67,135.67,0,0
2840.N,D,20031128,136.82,136.82,136.82,136.82,0,0
2840.N,D,20031201,136.82,136.82,136.82,136.82,0,0
2840.N,D,20031202,139.53,139.53,139.53,139.53,0,0
2840.N,D,20031203,139.88,139.88,139.88,139.88,0,0
2840.N,D,20031204,139.66,139.66,139.66,139.66,0,0
2840.N,D,20031205,138.62,138.62,138.62,138.62,0,0
2840.N,D,20031208,138.43,138.43,138.43,138.43,0,0
2840.N,D,20031209,140.53,140.53,140.53,140.53,0,0
2840.N,D,20031210,142.05,142.05,142.05,142.05,0,0
2840.N,D,20031211,141.73,141.73,141.73,141.73,0,0
2840.N,D,20031212,142.9,142.9,142.9,142.9,0,0
2840.N,D,20031215,144.18,144.18,144.18,144.18,0,0
2840.N,D,20031216,144.25,144.25,144.25,144.25,0,0
2840.N,D,20031217,143.98,143.98,143.98,143.98,0,0
2840.N,D,20031218,143.46,143.46,143.46,143.46,0,0
2840.N,D,20031219,144.06,144.06,144.06,144.06,0,0
2840.N,D,20031222,144.25,144.25,144.25,144.25,0,0
2840.N,D,20031223,144.48,144.48,144.48,144.48,0,0
2840.N,D,20031224,144.48,144.48,144.48,144.48,0,0
2840.N,D,20031229,145.58,145.58,145.58,145.58,0,0
2840.N,D,20031230,145.72,145.72,145.72,145.72,0,0
2840.N,D,20031231,145.78,145.78,145.78,145.78,0,0
2840.N,D,20040102,145.37,145.37,145.37,145.37,0,0
2840.N,D,20040105,147.84,147.84,147.84,147.84,0,0
2840.N,D,20040106,151.05,151.05,151.05,151.05,0,0
2840.N,D,20040107,150.68,150.68,150.68,150.68,0,0
2840.N,D,20040108,150.68,150.68,150.68,150.68,0,0
2840.N,D,20040109,150.01,150.01,150.01,150.01,0,0
2840.N,D,20040112,149.16,149.16,149.16,149.16,0,0
2840.N,D,20040113,151.75,151.75,151.75,151.75,0,0
2840.N,D,20040114,151.98,151.98,151.98,151.98,0,0
2840.N,D,20040115,149.8,149.8,149.8,149.8,0,0
2840.N,D,20040116,150.62,150.62,150.62,150.62,0,0
2840.N,D,20040119,150.37,150.37,150.37,150.37,0,0
2840.N,D,20040120,150.16,150.16,150.16,150.16,0,0
2840.N,D,20040121,150.7,150.7,150.7,150.7,0,0
2840.N,D,20040122,149.96,149.96,149.96,149.96,0,0
2840.N,D,20040123,151.7,151.7,151.7,151.7,0,0
2840.N,D,20040126,151.62,151.62,151.62,151.62,0,0
2840.N,D,20040127,151.57,151.57,151.57,151.57,0,0
2840.N,D,20040128,151.41,151.41,151.41,151.41,0,0
2840.N,D,20040129,147.55,147.55,147.55,147.55,0,0
2840.N,D,20040130,146.97,146.97,146.97,146.97,0,0
2840.N,D,20040202,148.11,148.11,148.11,148.11,0,0
2840.N,D,20040203,149.4,149.4,149.4,149.4,0,0
2840.N,D,20040204,148.35,148.35,148.35,148.35,0,0
2840.N,D,20040205,149.07,149.07,149.07,149.07,0,0
2840.N,D,20040206,149.4,149.4,149.4,149.4,0,0
2840.N,D,20040209,150.82,150.82,150.82,150.82,0,0
2840.N,D,20040210,153.52,153.52,153.52,153.52,0,0
2840.N,D,20040211,155.02,155.02,155.02,155.02,0,0
2840.N,D,20040212,154.38,154.38,154.38,154.38,0,0
2840.N,D,20040213,154.87,154.87,154.87,154.87,0,0
2840.N,D,20040216,154.46,154.46,154.46,154.46,0,0
2840.N,D,20040217,155.62,155.62,155.62,155.62,0,0
2840.N,D,20040218,156.02,156.02,156.02,156.02,0,0
2840.N,D,20040219,156.27,156.27,156.27,156.27,0,0
2840.N,D,20040220,154.69,154.69,154.69,154.69,0,0
2840.N,D,20040223,155.68,155.68,155.68,155.68,0,0
2840.N,D,20040224,154.66,154.66,154.66,154.66,0,0
2840.N,D,20040225,151.21,151.21,151.21,151.21,0,0
2840.N,D,20040226,151.57,151.57,151.57,151.57,0,0
2840.N,D,20040227,152.46,152.46,152.46,152.46,0,0
2840.N,D,20040301,155.39,155.39,155.39,155.39,0,0
2840.N,D,20040302,159.32,159.32,159.32,159.32,0,0
2840.N,D,20040303,159.26,159.26,159.26,159.26,0,0
2840.N,D,20040304,158.52,158.52,158.52,158.52,0,0
2840.N,D,20040305,158.01,158.01,158.01,158.01,0,0
2840.N,D,20040308,158.93,158.93,158.93,158.93,0,0
2840.N,D,20040309,161.29,161.29,161.29,161.29,0,0
2840.N,D,20040310,158.84,158.84,158.84,158.84,0,0
2840.N,D,20040311,159.11,159.11,159.11,159.11,0,0
2840.N,D,20040312,156.46,156.46,156.46,156.46,0,0
2840.N,D,20040315,157.49,157.49,157.49,157.49,0,0
2840.N,D,20040316,155.05,155.05,155.05,155.05,0,0
2840.N,D,20040317,156.33,156.33,156.33,156.33,0,0
2840.N,D,20040318,157.74,157.74,157.74,157.74,0,0
2840.N,D,20040319,155.88,155.88,155.88,155.88,0,0
2840.N,D,20040322,154.35,154.35,154.35,154.35,0,0
2840.N,D,20040323,153.9,153.9,153.9,153.9,0,0
2840.N,D,20040324,155.69,155.69,155.69,155.69,0,0
2840.N,D,20040325,155.76,155.76,155.76,155.76,0,0
2840.N,D,20040326,157.15,157.15,157.15,157.15,0,0
2840.N,D,20040329,157.34,157.34,157.34,157.34,0,0
2840.N,D,20040330,158.57,158.57,158.57,158.57,0,0
2840.N,D,20040331,160,160,160,160,0,0
2840.N,D,20040401,158.75,158.75,158.75,158.75,0,0
2840.N,D,20040402,158.78,158.78,158.78,158.78,0,0
2840.N,D,20040405,161.67,161.67,161.67,161.67,0,0
2840.N,D,20040406,163.02,163.02,163.02,163.02,0,0
2840.N,D,20040407,162.86,162.86,162.86,162.86,0,0
2840.N,D,20040408,162.62,162.62,162.62,162.62,0,0
2840.N,D,20040409,162.62,162.62,162.62,162.62,0,0
2840.N,D,20040413,164.13,164.13,164.13,164.13,0,0
2840.N,D,20040414,166.85,166.85,166.85,166.85,0,0
2840.N,D,20040415,165.78,165.78,165.78,165.78,0,0
2840.N,D,20040416,167.08,167.08,167.08,167.08,0,0
2840.N,D,20040419,166.03,166.03,166.03,166.03,0,0
2840.N,D,20040420,166.4,166.4,166.4,166.4,0,0
2840.N,D,20040421,167.3,167.3,167.3,167.3,0,0
2840.N,D,20040422,166.81,166.81,166.81,166.81,0,0
2840.N,D,20040423,162.93,162.93,162.93,162.93,0,0
2840.N,D,20040426,164.44,164.44,164.44,164.44,0,0
2840.N,D,20040427,164.63,164.63,164.63,164.63,0,0
2840.N,D,20040428,164.81,164.81,164.81,164.81,0,0
2840.N,D,20040429,164.79,164.79,164.79,164.79,0,0
2840.N,D,20040430,161.66,161.66,161.66,161.66,0,0
2840.N,D,20040504,162.35,162.35,162.35,162.35,0,0
2840.N,D,20040505,163.23,163.23,163.23,163.23,0,0
2840.N,D,20040506,161.63,161.63,161.63,161.63,0,0
2840.N,D,20040507,160.37,160.37,160.37,160.37,0,0
2840.N,D,20040510,158.41,158.41,158.41,158.41,0,0
2840.N,D,20040511,154.51,154.51,154.51,154.51,0,0
2840.N,D,20040512,152.79,152.79,152.79,152.79,0,0
2840.N,D,20040513,154.43,154.43,154.43,154.43,0,0
2840.N,D,20040514,152.74,152.74,152.74,152.74,0,0
2840.N,D,20040517,153.73,153.73,153.73,153.73,0,0
2840.N,D,20040518,154.17,154.17,154.17,154.17,0,0
2840.N,D,20040519,156.34,156.34,156.34,156.34,0,0
2840.N,D,20040520,157.85,157.85,157.85,157.85,0,0
2840.N,D,20040521,157.4,157.4,157.4,157.4,0,0
2840.N,D,20040524,156.88,156.88,156.88,156.88,0,0
2840.N,D,20040525,156.91,156.91,156.91,156.91,0,0
2840.N,D,20040526,155.32,155.32,155.32,155.32,0,0
2840.N,D,20040527,157.32,157.32,157.32,157.32,0,0
2840.N,D,20040528,158.46,158.46,158.46,158.46,0,0
2840.N,D,20040531,158.81,158.81,158.81,158.81,0,0
2840.N,D,20040601,159.14,159.14,159.14,159.14,0,0
2840.N,D,20040602,158.37,158.37,158.37,158.37,0,0
2840.N,D,20040603,160.02,160.02,160.02,160.02,0,0
2840.N,D,20040604,159.73,159.73,159.73,159.73,0,0
2840.N,D,20040607,158.75,158.75,158.75,158.75,0,0
2840.N,D,20040608,159.22,159.22,159.22,159.22,0,0
2840.N,D,20040609,159.52,159.52,159.52,159.52,0,0
2840.N,D,20040611,158.48,158.48,158.48,158.48,0,0
2840.N,D,20040614,158.5,158.5,158.5,158.5,0,0
2840.N,D,20040615,156.94,156.94,156.94,156.94,0,0
2840.N,D,20040616,157.3,157.3,157.3,157.3,0,0
2840.N,D,20040617,157.44,157.44,157.44,157.44,0,0
2840.N,D,20040618,156.54,156.54,156.54,156.54,0,0
2840.N,D,20040621,156.78,156.78,156.78,156.78,0,0
2840.N,D,20040622,158.76,158.76,158.76,158.76,0,0
2840.N,D,20040623,158.41,158.41,158.41,158.41,0,0
2840.N,D,20040624,159.47,159.47,159.47,159.47,0,0
2840.N,D,20040625,160.32,160.32,160.32,160.32,0,0
2840.N,D,20040628,161.66,161.66,161.66,161.66,0,0
2840.N,D,20040629,162.49,162.49,162.49,162.49,0,0
2840.N,D,20040630,163.01,163.01,163.01,163.01,0,0
2840.N,D,20040701,162.76,162.76,162.76,162.76,0,0
2840.N,D,20040702,162.28,162.28,162.28,162.28,0,0
2840.N,D,20040705,162.8,162.8,162.8,162.8,0,0
2840.N,D,20040706,162.03,162.03,162.03,162.03,0,0
2840.N,D,20040707,161.4,161.4,161.4,161.4,0,0
2840.N,D,20040708,162.2,162.2,162.2,162.2,0,0
2840.N,D,20040709,162.65,162.65,162.65,162.65,0,0
2840.N,D,20040712,162.45,162.45,162.45,162.45,0,0
2840.N,D,20040713,162.13,162.13,162.13,162.13,0,0
2840.N,D,20040714,161.52,161.52,161.52,161.52,0,0
2840.N,D,20040715,160.69,160.69,160.69,160.69,0,0
2840.N,D,20040716,159.9,159.9,159.9,159.9,0,0
2840.N,D,20040719,162.26,162.26,162.26,162.26,0,0
2840.N,D,20040720,162.71,162.71,162.71,162.71,0,0
2840.N,D,20040721,162.86,162.86,162.86,162.86,0,0
2840.N,D,20040722,164.66,164.66,164.66,164.66,0,0
2840.N,D,20040723,163.35,163.35,163.35,163.35,0,0
2840.N,D,20040726,163.34,163.34,163.34,163.34,0,0
2840.N,D,20040727,163.4,163.4,163.4,163.4,0,0
2840.N,D,20040728,163.11,163.11,163.11,163.11,0,0
2840.N,D,20040729,161.7,161.7,161.7,161.7,0,0
2840.N,D,20040730,161.55,161.55,161.55,161.55,0,0
2840.N,D,20040802,161.4,161.4,161.4,161.4,0,0
2840.N,D,20040803,161.52,161.52,161.52,161.52,0,0
2840.N,D,20040804,162.17,162.17,162.17,162.17,0,0
2840.N,D,20040805,162.42,162.42,162.42,162.42,0,0
2840.N,D,20040806,162.41,162.41,162.41,162.41,0,0
2840.N,D,20040809,161.25,161.25,161.25,161.25,0,0
2840.N,D,20040810,159.93,159.93,159.93,159.93,0,0
2840.N,D,20040811,159.97,159.97,159.97,159.97,0,0
2840.N,D,20040812,157.84,157.84,157.84,157.84,0,0
2840.N,D,20040813,158.34,158.34,158.34,158.34,0,0
2840.N,D,20040816,158.82,158.82,158.82,158.82,0,0
2840.N,D,20040817,159,159,159,159,0,0
2840.N,D,20040818,159.9,159.9,159.9,159.9,0,0
2840.N,D,20040819,160.27,160.27,160.27,160.27,0,0
2840.N,D,20040820,160.47,160.47,160.47,160.47,0,0
2840.N,D,20040823,161.25,161.25,161.25,161.25,0,0
2840.N,D,20040824,161.85,161.85,161.85,161.85,0,0
2840.N,D,20040825,163.45,163.45,163.45,163.45,0,0
2840.N,D,20040826,161.59,161.59,161.59,161.59,0,0
2840.N,D,20040827,161.9,161.9,161.9,161.9,0,0
2840.N,D,20040830,163.24,163.24,163.24,163.24,0,0
2840.N,D,20040831,163.25,163.25,163.25,163.25,0,0
2840.N,D,20040901,163.42,163.42,163.42,163.42,0,0
2840.N,D,20040902,163.6,163.6,163.6,163.6,0,0
2840.N,D,20040903,163.95,163.95,163.95,163.95,0,0
2840.N,D,20040906,164.06,164.06,164.06,164.06,0,0
2840.N,D,20040907,164.4,164.4,164.4,164.4,0,0
2840.N,D,20040908,166.13,166.13,166.13,166.13,0,0
2840.N,D,20040909,166.46,166.46,166.46,166.46,0,0
2840.N,D,20040910,165.76,165.76,165.76,165.76,0,0
2840.N,D,20040913,166.47,166.47,166.47,166.47,0,0
2840.N,D,20040914,167.41,167.41,167.41,167.41,0,0
2840.N,D,20040915,167.3,167.3,167.3,167.3,0,0
2840.N,D,20040916,168.13,168.13,168.13,168.13,0,0
2840.N,D,20040917,167.89,167.89,167.89,167.89,0,0
2840.N,D,20040920,168.68,168.68,168.68,168.68,0,0
2840.N,D,20040921,168.05,168.05,168.05,168.05,0,0
2840.N,D,20040922,168.02,168.02,168.02,168.02,0,0
2840.N,D,20040923,167.61,167.61,167.61,167.61,0,0
2840.N,D,20040924,167.22,167.22,167.22,167.22,0,0
2840.N,D,20040927,165.94,165.94,165.94,165.94,0,0
2840.N,D,20040928,166.72,166.72,166.72,166.72,0,0
2840.N,D,20040929,167.5,167.5,167.5,167.5,0,0
2840.N,D,20040930,167.88,167.88,167.88,167.88,0,0
2840.N,D,20041001,168.35,168.35,168.35,168.35,0,0
2840.N,D,20041004,168.41,168.41,168.41,168.41,0,0
2840.N,D,20041005,170.34,170.34,170.34,170.34,0,0
2840.N,D,20041006,171.27,171.27,171.27,171.27,0,0
2840.N,D,20041007,171.55,171.55,171.55,171.55,0,0
2840.N,D,20041008,171.24,171.24,171.24,171.24,0,0
2840.N,D,20041011,169.86,169.86,169.86,169.86,0,0
2840.N,D,20041012,170.57,170.57,170.57,170.57,0,0
2840.N,D,20041013,166.81,166.81,166.81,166.81,0,0
2840.N,D,20041014,166.93,166.93,166.93,166.93,0,0
2840.N,D,20041015,165.51,165.51,165.51,165.51,0,0
2840.N,D,20041018,166.23,166.23,166.23,166.23,0,0
2840.N,D,20041019,165.4,165.4,165.4,165.4,0,0
2840.N,D,20041020,167.74,167.74,167.74,167.74,0,0
2840.N,D,20041021,167.26,167.26,167.26,167.26,0,0
2840.N,D,20041022,167.81,167.81,167.81,167.81,0,0
2840.N,D,20041025,167.69,167.69,167.69,167.69,0,0
2840.N,D,20041026,165.92,165.92,165.92,165.92,0,0
2840.N,D,20041027,166.27,166.27,166.27,166.27,0,0
2840.N,D,20041028,166.69,166.69,166.69,166.69,0,0
2840.N,D,20041029,166.65,166.65,166.65,166.65,0,0
2840.N,D,20041102,169.29,169.29,169.29,169.29,0,0
2840.N,D,20041103,170.99,170.99,170.99,170.99,0,0
2840.N,D,20041104,169.88,169.88,169.88,169.88,0,0
2840.N,D,20041105,169.45,169.45,169.45,169.45,0,0
2840.N,D,20041108,167.98,167.98,167.98,167.98,0,0
2840.N,D,20041109,167.26,167.26,167.26,167.26,0,0
2840.N,D,20041110,169.37,169.37,169.37,169.37,0,0
2840.N,D,20041112,170.64,170.64,170.64,170.64,0,0
2840.N,D,20041115,171.05,171.05,171.05,171.05,0,0
2840.N,D,20041116,169.3,169.3,169.3,169.3,0,0
2840.N,D,20041117,168.34,168.34,168.34,168.34,0,0
2840.N,D,20041118,168.86,168.86,168.86,168.86,0,0
2840.N,D,20041119,169.15,169.15,169.15,169.15,0,0
2840.N,D,20041122,169.19,169.19,169.19,169.19,0,0
2840.N,D,20041123,167.73,167.73,167.73,167.73,0,0
2840.N,D,20041124,166.18,166.18,166.18,166.18,0,0
2840.N,D,20041125,165.82,165.82,165.82,165.82,0,0
2840.N,D,20041126,167.75,167.75,167.75,167.75,0,0
2840.N,D,20041129,168.54,168.54,168.54,168.54,0,0
2840.N,D,20041130,168.75,168.75,168.75,168.75,0,0
2840.N,D,20041201,169.15,169.15,169.15,169.15,0,0
2840.N,D,20041202,170.37,170.37,170.37,170.37,0,0
2840.N,D,20041203,173.43,173.43,173.43,173.43,0,0
2840.N,D,20041206,173,173,173,173,0,0
2840.N,D,20041207,172.05,172.05,172.05,172.05,0,0
2840.N,D,20041208,172.88,172.88,172.88,172.88,0,0
2840.N,D,20041209,171.55,171.55,171.55,171.55,0,0
2840.N,D,20041210,169.77,169.77,169.77,169.77,0,0
2840.N,D,20041213,169.66,169.66,169.66,169.66,0,0
2840.N,D,20041214,169.82,169.82,169.82,169.82,0,0
2840.N,D,20041215,169.59,169.59,169.59,169.59,0,0
2840.N,D,20041216,170.95,170.95,170.95,170.95,0,0
2840.N,D,20041217,172.72,172.72,172.72,172.72,0,0
2840.N,D,20041220,172.95,172.95,172.95,172.95,0,0
2840.N,D,20041221,174.8,174.8,174.8,174.8,0,0
2840.N,D,20041222,174.25,174.25,174.25,174.25,0,0
2840.N,D,20041223,173.35,173.35,173.35,173.35,0,0
2840.N,D,20041224,172.18,172.18,172.18,172.18,0,0
2840.N,D,20041227,172.91,172.91,172.91,172.91,0,0
2840.N,D,20041228,172.98,172.98,172.98,172.98,0,0
2840.N,D,20041229,172.04,172.04,172.04,172.04,0,0
2840.N,D,20041230,175.12,175.12,175.12,175.12,0,0
2840.N,D,20041231,175.55,175.55,175.55,175.55,0,0
2840.N,D,20050103,175.53,175.53,175.53,175.53,0,0
2840.N,D,20050104,174.64,174.64,174.64,174.64,0,0
2840.N,D,20050105,172.01,172.01,172.01,172.01,0,0
2840.N,D,20050106,171.42,171.42,171.42,171.42,0,0
2840.N,D,20050107,171.73,171.73,171.73,171.73,0,0
2840.N,D,20050110,170.77,170.77,170.77,170.77,0,0
2840.N,D,20050111,169.77,169.77,169.77,169.77,0,0
2840.N,D,20050112,170.5,170.5,170.5,170.5,0,0
2840.N,D,20050113,170.93,170.93,170.93,170.93,0,0
2840.N,D,20050114,170.83,170.83,170.83,170.83,0,0
2840.N,D,20050117,170.8,170.8,170.8,170.8,0,0
2840.N,D,20050118,167.34,167.34,167.34,167.34,0,0
2840.N,D,20050119,168.47,168.47,168.47,168.47,0,0
2840.N,D,20050120,168.38,168.38,168.38,168.38,0,0
2840.N,D,20050121,168.38,168.38,168.38,168.38,0,0
2840.N,D,20050124,167.66,167.66,167.66,167.66,0,0
2840.N,D,20050125,168.5,168.5,168.5,168.5,0,0
2840.N,D,20050126,169.1,169.1,169.1,169.1,0,0
2840.N,D,20050127,170.05,170.05,170.05,170.05,0,0
2840.N,D,20050128,170.23,170.23,170.23,170.23,0,0
2840.N,D,20050131,171.32,171.32,171.32,171.32,0,0
2840.N,D,20050201,173.31,173.31,173.31,173.31,0,0
2840.N,D,20050202,172.81,172.81,172.81,172.81,0,0
2840.N,D,20050203,173.08,173.08,173.08,173.08,0,0
2840.N,D,20050204,175.3,175.3,175.3,175.3,0,0
2840.N,D,20050207,177.05,177.05,177.05,177.05,0,0
2840.N,D,20050208,176.75,176.75,176.75,176.75,0,0
2840.N,D,20050209,175.83,175.83,175.83,175.83,0,0
2840.N,D,20050210,176.79,176.79,176.79,176.79,0,0
2840.N,D,20050211,176.2,176.2,176.2,176.2,0,0
2840.N,D,20050214,175.92,175.92,175.92,175.92,0,0
2840.N,D,20050215,176.17,176.17,176.17,176.17,0,0
2840.N,D,20050216,179.49,179.49,179.49,179.49,0,0
2840.N,D,20050217,181.22,181.22,181.22,181.22,0,0
2840.N,D,20050218,180.8,180.8,180.8,180.8,0,0
2840.N,D,20050221,182.68,182.68,182.68,182.68,0,0
2840.N,D,20050222,181.31,181.31,181.31,181.31,0,0
2840.N,D,20050223,180.69,180.69,180.69,180.69,0,0
2840.N,D,20050224,182.17,182.17,182.17,182.17,0,0
2840.N,D,20050225,184.65,184.65,184.65,184.65,0,0
2840.N,D,20050228,182.69,182.69,182.69,182.69,0,0
2840.N,D,20050301,182.78,182.78,182.78,182.78,0,0
2840.N,D,20050302,177.06,177.06,177.06,177.06,0,0
2840.N,D,20050303,177.77,177.77,177.77,177.77,0,0
2840.N,D,20050304,179.49,179.49,179.49,179.49,0,0
2840.N,D,20050307,179.97,179.97,179.97,179.97,0,0
2840.N,D,20050308,178.81,178.81,178.81,178.81,0,0
2840.N,D,20050309,180.66,180.66,180.66,180.66,0,0
2840.N,D,20050310,179.11,179.11,179.11,179.11,0,0
2840.N,D,20050311,177.03,177.03,177.03,177.03,0,0
